,state,ibge_code,week,epidemiological_week,total_inhabitants_state,new_week_cases,new_week_cases_per_100k_inhabitantants,latitude,longitude,region
382,RJ,33.0,2020-05-02,18,17366188.860660005,3718,21.40941820817384,-22.25,-42.66,sudeste
383,RJ,33.0,2020-05-09,19,17366188.860660005,6383,36.75532986088586,-22.25,-42.66,sudeste
384,RJ,33.0,2020-05-16,20,17366188.860660005,4672,26.90285149773754,-22.25,-42.66,sudeste
385,RJ,33.0,2020-05-23,21,17366188.860660005,12932,74.46654014741907,-22.25,-42.66,sudeste
386,RJ,33.0,2020-05-30,22,17366188.860660005,17887,102.99899502141082,-22.25,-42.66,sudeste
387,RJ,33.0,2020-06-06,23,17366188.860660005,12113,69.75047949317099,-22.25,-42.66,sudeste
388,RJ,33.0,2020-06-13,24,17366188.860660005,14303,82.36119113273546,-22.25,-42.66,sudeste
389,RJ,33.0,2020-06-20,25,17366188.860660005,16701,96.16963246226769,-22.25,-42.66,sudeste
390,RJ,33.0,2020-06-27,26,17366188.860660005,13266,76.38981763034808,-22.25,-42.66,sudeste
391,RJ,33.0,2020-07-04,27,17366188.860660005,11625,66.94042137440044,-22.25,-42.66,sudeste
392,RJ,33.0,2020-07-11,28,17366188.860660005,9247,53.247146361211264,-22.25,-42.66,sudeste
393,RJ,33.0,2020-07-18,29,17366188.860660005,5555,31.987444364283398,-22.25,-42.66,sudeste
394,RJ,33.0,2020-07-25,30,17366188.860660005,21063,121.28740605668789,-22.25,-42.66,sudeste
395,RJ,33.0,2020-08-01,31,17366188.860660005,10920,62.88080872330778,-22.25,-42.66,sudeste
396,RN,24.0,2020-03-14,11,3534165.000913999,1,0.02829522672940799,-5.81,-36.59,nordeste
397,RN,24.0,2020-03-21,12,3534165.000913999,8,0.2263618138352639,-5.81,-36.59,nordeste
398,RN,24.0,2020-03-28,13,3534165.000913999,59,1.6694183770350715,-5.81,-36.59,nordeste
399,RN,24.0,2020-04-04,14,3534165.000913999,147,4.159398329222975,-5.81,-36.59,nordeste
400,RN,24.0,2020-04-11,15,3534165.000913999,74,2.093846777976191,-5.81,-36.59,nordeste
401,RN,24.0,2020-04-18,16,3534165.000913999,272,7.696301670398974,-5.81,-36.59,nordeste
402,RN,24.0,2020-04-25,17,3534165.000913999,264,7.46993985656371,-5.81,-36.59,nordeste
403,RN,24.0,2020-05-02,18,3534165.000913999,567,16.04339355557433,-5.81,-36.59,nordeste
404,RN,24.0,2020-05-09,19,3534165.000913999,527,14.911584486398011,-5.81,-36.59,nordeste
405,RN,24.0,2020-05-16,20,3534165.000913999,1085,30.70032100140767,-5.81,-36.59,nordeste
406,RN,24.0,2020-05-23,21,3534165.000913999,1595,45.130886633405744,-5.81,-36.59,nordeste
407,RN,24.0,2020-05-30,22,3534165.000913999,2803,79.3115205225306,-5.81,-36.59,nordeste
408,RN,24.0,2020-06-06,23,3534165.000913999,2047,57.920329115098156,-5.81,-36.59,nordeste
409,RN,24.0,2020-06-13,24,3534165.000913999,4722,133.61006061626452,-5.81,-36.59,nordeste
410,RN,24.0,2020-06-20,25,3534165.000913999,5119,144.84326562783951,-5.81,-36.59,nordeste
411,RN,24.0,2020-06-27,26,3534165.000913999,5011,141.78738114106343,-5.81,-36.59,nordeste
412,RN,24.0,2020-07-04,27,3534165.000913999,10344,292.6858252889962,-5.81,-36.59,nordeste
413,RN,24.0,2020-07-11,28,3534165.000913999,4776,135.13800285965257,-5.81,-36.59,nordeste
414,RN,24.0,2020-07-18,29,3534165.000913999,4345,122.94276013927772,-5.81,-36.59,nordeste
415,RN,24.0,2020-07-25,30,3534165.000913999,3333,94.30799068911683,-5.81,-36.59,nordeste
416,RN,24.0,2020-08-01,31,3534165.000913999,4889,138.33536348007567,-5.81,-36.59,nordeste
417,RO,11.0,2020-03-21,12,1796460.0055609997,3,0.1669950898274052,-10.83,-63.34,norte
418,RO,11.0,2020-03-28,13,1796460.0055609997,3,0.1669950898274052,-10.83,-63.34,norte
419,RO,11.0,2020-04-04,14,1796460.0055609997,5,0.278325149712342,-10.83,-63.34,norte
420,RO,11.0,2020-04-11,15,1796460.0055609997,23,1.2802956886767731,-10.83,-63.34,norte
421,RO,11.0,2020-04-18,16,1796460.0055609997,94,5.23251281459203,-10.83,-63.34,norte
422,RO,11.0,2020-04-25,17,1796460.0055609997,200,11.13300598849368,-10.83,-63.34,norte
423,RO,11.0,2020-05-02,18,1796460.0055609997,326,18.146799761244697,-10.83,-63.34,norte
424,RO,11.0,2020-05-09,19,1796460.0055609997,609,33.90000323496326,-10.83,-63.34,norte
425,RO,11.0,2020-05-16,20,1796460.0055609997,655,36.460594612316804,-10.83,-63.34,norte
426,RO,11.0,2020-05-23,21,1796460.0055609997,1191,66.29705066147987,-10.83,-63.34,norte
427,RO,11.0,2020-05-30,22,1796460.0055609997,1634,90.95665892599337,-10.83,-63.34,norte
428,RO,11.0,2020-06-06,23,1796460.0055609997,2958,164.65715856982152,-10.83,-63.34,norte
429,RO,11.0,2020-06-13,24,1796460.0055609997,3931,218.81923270384328,-10.83,-63.34,norte
430,RO,11.0,2020-06-20,25,1796460.0055609997,3320,184.8078994089951,-10.83,-63.34,norte
431,RO,11.0,2020-06-27,26,1796460.0055609997,4783,266.24583821482634,-10.83,-63.34,norte
432,RO,11.0,2020-07-04,27,1796460.0055609997,3222,179.3527264746332,-10.83,-63.34,norte
433,RO,11.0,2020-07-11,28,1796460.0055609997,3539,196.99854096639567,-10.83,-63.34,norte
434,RO,11.0,2020-07-18,29,1796460.0055609997,2621,145.8980434792097,-10.83,-63.34,norte
435,RO,11.0,2020-07-25,30,1796460.0055609997,6456,359.373433308576,-10.83,-63.34,norte
436,RO,11.0,2020-08-01,31,1796460.0055609997,3931,218.81923270384328,-10.83,-63.34,norte
437,RR,14.0,2020-03-21,12,631180.9894969999,2,0.31686632412580074,1.99,-61.33,norte
438,RR,14.0,2020-03-28,13,631180.9894969999,14,2.2180642688806054,1.99,-61.33,norte
439,RR,14.0,2020-04-04,14,631180.9894969999,26,4.11926221363541,1.99,-61.33,norte
440,RR,14.0,2020-04-11,15,631180.9894969999,37,5.862026996327314,1.99,-61.33,norte
441,RR,14.0,2020-04-18,16,631180.9894969999,143,22.655942174994752,1.99,-61.33,norte
442,RR,14.0,2020-04-25,17,631180.9894969999,179,28.359536009259166,1.99,-61.33,norte
443,RR,14.0,2020-05-02,18,631180.9894969999,118,18.695113123422242,1.99,-61.33,norte
444,RR,14.0,2020-05-09,19,631180.9894969999,683,108.20984968896096,1.99,-61.33,norte
445,RR,14.0,2020-05-16,20,631180.9894969999,504,79.85031367970178,1.99,-61.33,norte
446,RR,14.0,2020-05-23,21,631180.9894969999,733,116.13150779210598,1.99,-61.33,norte
447,RR,14.0,2020-05-30,22,631180.9894969999,1035,163.9783227351019,1.99,-61.33,norte
448,RR,14.0,2020-06-06,23,631180.9894969999,2055,325.5801480392603,1.99,-61.33,norte
449,RR,14.0,2020-06-13,24,631180.9894969999,1346,213.2510361366639,1.99,-61.33,norte
450,RR,14.0,2020-06-20,25,631180.9894969999,1245,197.24928676831095,1.99,-61.33,norte
451,RR,14.0,2020-06-27,26,631180.9894969999,6221,985.6127011933032,1.99,-61.33,norte
452,RR,14.0,2020-07-04,27,631180.9894969999,4581,725.7823154101466,1.99,-61.33,norte
453,RR,14.0,2020-07-11,28,631180.9894969999,3303,523.3047342937599,1.99,-61.33,norte
454,RR,14.0,2020-07-18,29,631180.9894969999,3242,513.640311407923,1.99,-61.33,norte
455,RR,14.0,2020-07-25,30,631180.9894969999,4362,691.0854529183714,1.99,-61.33,norte
456,RR,14.0,2020-08-01,31,631180.9894969999,3322,526.314964372955,1.99,-61.33,norte
457,RS,43.0,2020-03-14,11,11422972.96342901,4,0.03501715370250914,-30.17,-53.5,sul
458,RS,43.0,2020-03-21,12,11422972.96342901,65,0.5690287476657736,-30.17,-53.5,sul
459,RS,43.0,2020-03-28,13,11422972.96342901,131,1.1468117837571745,-30.17,-53.5,sul
460,RS,43.0,2020-04-04,14,11422972.96342901,218,1.9084348767867485,-30.17,-53.5,sul
461,RS,43.0,2020-04-11,15,11422972.96342901,235,2.0572577800224123,-30.17,-53.5,sul
462,RS,43.0,2020-04-18,16,11422972.96342901,201,1.7596119735510845,-30.17,-53.5,sul
463,RS,43.0,2020-04-25,17,11422972.96342901,312,2.731337988795713,-30.17,-53.5,sul
464,RS,43.0,2020-05-02,18,11422972.96342901,500,4.3771442128136435,-30.17,-53.5,sul
465,RS,43.0,2020-05-09,19,11422972.96342901,876,7.668756660849502,-30.17,-53.5,sul
466,RS,43.0,2020-05-16,20,11422972.96342901,1192,10.435111803347725,-30.17,-53.5,sul
467,RS,43.0,2020-05-23,21,11422972.96342901,2602,22.7786584834822,-30.17,-53.5,sul
468,RS,43.0,2020-05-30,22,11422972.96342901,2906,25.439962164872895,-30.17,-53.5,sul
469,RS,43.0,2020-06-06,23,11422972.96342901,2795,24.468236149628265,-30.17,-53.5,sul
470,RS,43.0,2020-06-13,24,11422972.96342901,2590,22.67360702237467,-30.17,-53.5,sul
471,RS,43.0,2020-06-20,25,11422972.96342901,4511,39.49059508800469,-30.17,-53.5,sul
472,RS,43.0,2020-06-27,26,11422972.96342901,5862,51.317638751027154,-30.17,-53.5,sul
473,RS,43.0,2020-07-04,27,11422972.96342901,6619,57.944635089227006,-30.17,-53.5,sul
474,RS,43.0,2020-07-11,28,11422972.96342901,7101,62.16420211037936,-30.17,-53.5,sul
475,RS,43.0,2020-07-18,29,11422972.96342901,8127,71.14610203507296,-30.17,-53.5,sul
476,RS,43.0,2020-07-25,30,11422972.96342901,12271,107.42387327087243,-30.17,-53.5,sul
477,RS,43.0,2020-08-01,31,11422972.96342901,11338,99.25612216976216,-30.17,-53.5,sul
478,SC,42.0,2020-03-14,11,7252501.958573999,5,0.06894172560807016,-27.45,-50.95,sul
479,SC,42.0,2020-03-21,12,7252501.958573999,52,0.7169939463239295,-27.45,-50.95,sul
480,SC,42.0,2020-03-28,13,7252501.958573999,127,1.751119830444982,-27.45,-50.95,sul
481,SC,42.0,2020-04-04,14,7252501.958573999,172,2.3715953609176132,-27.45,-50.95,sul
482,SC,42.0,2020-04-11,15,7252501.958573999,376,5.1844177657268755,-27.45,-50.95,sul
483,SC,42.0,2020-04-18,16,7252501.958573999,243,3.3505678645522092,-27.45,-50.95,sul
484,SC,42.0,2020-04-25,17,7252501.958573999,260,3.584969731619648,-27.45,-50.95,sul
485,SC,42.0,2020-05-02,18,7252501.958573999,1111,15.318851430113188,-27.45,-50.95,sul
486,SC,42.0,2020-05-09,19,7252501.958573999,1026,14.146842094775996,-27.45,-50.95,sul
487,SC,42.0,2020-05-16,20,7252501.958573999,1306,18.007578728827923,-27.45,-50.95,sul
488,SC,42.0,2020-05-23,21,7252501.958573999,1929,26.597717739593467,-27.45,-50.95,sul
489,SC,42.0,2020-05-30,22,7252501.958573999,2173,29.96207394926729,-27.45,-50.95,sul
490,SC,42.0,2020-06-06,23,7252501.958573999,2505,34.53980452964315,-27.45,-50.95,sul
491,SC,42.0,2020-06-13,24,7252501.958573999,2011,27.728362039565816,-27.45,-50.95,sul
492,SC,42.0,2020-06-20,25,7252501.958573999,3812,52.56117160359268,-27.45,-50.95,sul
493,SC,42.0,2020-06-27,26,7252501.958573999,6700,92.381912314814,-27.45,-50.95,sul
494,SC,42.0,2020-07-04,27,7252501.958573999,8123,112.00272742287078,-27.45,-50.95,sul
495,SC,42.0,2020-07-11,28,7252501.958573999,10095,139.19334400269364,-27.45,-50.95,sul
496,SC,42.0,2020-07-18,29,7252501.958573999,10505,144.8465655025554,-27.45,-50.95,sul
497,SC,42.0,2020-07-25,30,7252501.958573999,14802,204.0950844901309,-27.45,-50.95,sul
498,SC,42.0,2020-08-01,31,7252501.958573999,19589,270.09989258729723,-27.45,-50.95,sul
499,SE,28.0,2020-03-14,11,2319031.9873340004,1,0.043121440560620186,-10.57,-37.45,nordeste
500,SE,28.0,2020-03-21,12,2319031.9873340004,9,0.38809296504558166,-10.57,-37.45,nordeste
501,SE,28.0,2020-03-28,13,2319031.9873340004,6,0.2587286433637211,-10.57,-37.45,nordeste
502,SE,28.0,2020-04-04,14,2319031.9873340004,16,0.689943048969923,-10.57,-37.45,nordeste
503,SE,28.0,2020-04-11,15,2319031.9873340004,12,0.5174572867274422,-10.57,-37.45,nordeste
504,SE,28.0,2020-04-18,16,2319031.9873340004,27,1.164278895136745,-10.57,-37.45,nordeste
505,SE,28.0,2020-04-25,17,2319031.9873340004,83,3.579079566531475,-10.57,-37.45,nordeste
506,SE,28.0,2020-05-02,18,2319031.9873340004,447,19.275283930597222,-10.57,-37.45,nordeste
507,SE,28.0,2020-05-09,19,2319031.9873340004,987,42.56086183333212,-10.57,-37.45,nordeste
508,SE,28.0,2020-05-16,20,2319031.9873340004,1547,66.70886854727942,-10.57,-37.45,nordeste
509,SE,28.0,2020-05-23,21,2319031.9873340004,1996,86.07039535899789,-10.57,-37.45,nordeste
510,SE,28.0,2020-05-30,22,2319031.9873340004,1674,72.1852914984782,-10.57,-37.45,nordeste
511,SE,28.0,2020-06-06,23,2319031.9873340004,2167,93.44416169486394,-10.57,-37.45,nordeste
512,SE,28.0,2020-06-13,24,2319031.9873340004,3894,167.914889543055,-10.57,-37.45,nordeste
513,SE,28.0,2020-06-20,25,2319031.9873340004,5583,240.7470026499425,-10.57,-37.45,nordeste
514,SE,28.0,2020-06-27,26,2319031.9873340004,4870,210.0014155302203,-10.57,-37.45,nordeste
515,SE,28.0,2020-07-04,27,2319031.9873340004,6442,277.78832009151523,-10.57,-37.45,nordeste
516,SE,28.0,2020-07-11,28,2319031.9873340004,6285,271.01825392349787,-10.57,-37.45,nordeste
517,SE,28.0,2020-07-18,29,2319031.9873340004,7026,302.9712413789174,-10.57,-37.45,nordeste
518,SE,28.0,2020-07-25,30,2319031.9873340004,9192,396.3722816332207,-10.57,-37.45,nordeste
519,SE,28.0,2020-08-01,31,2319031.9873340004,7460,321.68594658222656,-10.57,-37.45,nordeste
520,SP,35.0,2020-02-29,9,46289333.01919699,2,0.0043206498550553,-22.19,-48.79,sudeste
521,SP,35.0,2020-03-07,10,46289333.01919699,11,0.023763574202804155,-22.19,-48.79,sudeste
522,SP,35.0,2020-03-14,11,46289333.01919699,52,0.11233689623143782,-22.19,-48.79,sudeste
523,SP,35.0,2020-03-21,12,46289333.01919699,331,0.7150675510116522,-22.19,-48.79,sudeste
524,SP,35.0,2020-03-28,13,46289333.01919699,1010,2.1819281768029266,-22.19,-48.79,sudeste
525,SP,35.0,2020-04-04,14,46289333.01919699,3060,6.610594278234609,-22.19,-48.79,sudeste
526,SP,35.0,2020-04-11,15,46289333.01919699,3953,8.539764438516801,-22.19,-48.79,sudeste
527,SP,35.0,2020-04-18,16,46289333.01919699,5475,11.827778978213885,-22.19,-48.79,sudeste
528,SP,35.0,2020-04-25,17,46289333.01919699,6110,13.199585307193944,-22.19,-48.79,sudeste
529,SP,35.0,2020-05-02,18,46289333.01919699,11170,24.130829440483854,-22.19,-48.79,sudeste
530,SP,35.0,2020-05-09,19,46289333.01919699,13237,28.59622106568351,-22.19,-48.79,sudeste
531,SP,35.0,2020-05-16,20,46289333.01919699,16772,36.23296968449375,-22.19,-48.79,sudeste
532,SP,35.0,2020-05-23,21,46289333.01919699,19375,41.856295470848224,-22.19,-48.79,sudeste
533,SP,35.0,2020-05-30,22,46289333.01919699,26584,57.43007787339506,-22.19,-48.79,sudeste
534,SP,35.0,2020-06-06,23,46289333.01919699,33407,72.16997485391622,-22.19,-48.79,sudeste
535,SP,35.0,2020-06-13,24,46289333.01919699,32326,69.83466360725882,-22.19,-48.79,sudeste
536,SP,35.0,2020-06-20,25,46289333.01919699,42918,92.71682523963169,-22.19,-48.79,sudeste
537,SP,35.0,2020-06-27,26,46289333.01919699,49788,107.55825749174666,-22.19,-48.79,sudeste
538,SP,35.0,2020-07-04,27,46289333.01919699,46949,101.42509502249565,-22.19,-48.79,sudeste
539,SP,35.0,2020-07-11,28,46289333.01919699,54360,117.43526306040307,-22.19,-48.79,sudeste
540,SP,35.0,2020-07-18,29,46289333.01919699,45137,97.51058625381555,-22.19,-48.79,sudeste
541,SP,35.0,2020-07-25,30,46289333.01919699,67454,145.7225576614501,-22.19,-48.79,sudeste
542,SP,35.0,2020-08-01,31,46289333.01919699,72837,157.35158674633146,-22.19,-48.79,sudeste
543,TO,17.0,2020-03-21,12,1590248.005651,2,0.12576654665768688,-9.46,-48.26,norte
544,TO,17.0,2020-03-28,13,1590248.005651,7,0.44018291330190407,-9.46,-48.26,norte
545,TO,17.0,2020-04-04,14,1590248.005651,7,0.44018291330190407,-9.46,-48.26,norte
546,TO,17.0,2020-04-11,15,1590248.005651,9,0.565949459959591,-9.46,-48.26,norte
547,TO,17.0,2020-04-18,16,1590248.005651,8,0.5030661866307475,-9.46,-48.26,norte
548,TO,17.0,2020-04-25,17,1590248.005651,25,1.572081833221086,-9.46,-48.26,norte
549,TO,17.0,2020-05-02,18,1590248.005651,188,11.822055385822567,-9.46,-48.26,norte
550,TO,17.0,2020-05-09,19,1590248.005651,442,27.7944068113488,-9.46,-48.26,norte
551,TO,17.0,2020-05-16,20,1590248.005651,591,37.164014537346475,-9.46,-48.26,norte
552,TO,17.0,2020-05-23,21,1590248.005651,1151,72.3786476014988,-9.46,-48.26,norte
553,TO,17.0,2020-05-30,22,1590248.005651,1551,97.53195693303618,-9.46,-48.26,norte
554,TO,17.0,2020-06-06,23,1590248.005651,1663,104.57488354586664,-9.46,-48.26,norte
555,TO,17.0,2020-06-13,24,1590248.005651,1328,83.5089869807041,-9.46,-48.26,norte
556,TO,17.0,2020-06-20,25,1590248.005651,1382,86.90468374046164,-9.46,-48.26,norte
557,TO,17.0,2020-06-27,26,1590248.005651,1874,117.84325421825261,-9.46,-48.26,norte
558,TO,17.0,2020-07-04,27,1590248.005651,2248,141.36159844324007,-9.46,-48.26,norte
559,TO,17.0,2020-07-11,28,1590248.005651,2656,167.0179739614082,-9.46,-48.26,norte
560,TO,17.0,2020-07-18,29,1590248.005651,2641,166.07472486147552,-9.46,-48.26,norte
561,TO,17.0,2020-07-25,30,1590248.005651,3994,251.1557936754007,-9.46,-48.26,norte
562,TO,17.0,2020-08-01,31,1590248.005651,4667,293.4762366257123,-9.46,-48.26,norte
