code_muni,casos,mortes
2707206,3,0
2914901,28,0
2919603,0,0
3140308,4,0
3140852,0,0
5107875,119,1
5107305,6,0
2514107,1,0
2601102,36,1
2602001,10,2
2612109,2,0
2207900,27,1
4100202,25,0
4103107,3,0
4111308,0,0
3300308,67,0
3303104,45,0
3304409,12,1
3305000,61,0
2404002,0,0
2406809,8,0
2407906,3,0
4308078,2,0
4312807,3,0
2806008,24,1
3509957,0,0
3550100,15,0
1704105,0,0
4126900,2,0
2703403,1,0
2907509,97,0
2307007,102,3
2307403,27,1
5205703,0,0
2111029,26,0
3121258,17,1
3129657,0,0
3137908,0,0
1505601,8,0
2503902,0,0
2511905,21,1
2201150,33,1
2209401,0,0
4108452,1,1
4110607,9,0
4117909,30,0
4123402,6,0
2401453,39,0
2403509,47,2
1101476,0,0
3523008,3,0
3527900,1,0
3546108,0,0
4315750,3,0
2914406,61,0
2916708,4,0
3200300,29,0
5203401,3,0
5208509,0,0
5208608,61,0
2102408,0,0
2108405,14,0
3107406,15,0
3115300,28,2
3115359,0,0
3138302,3,0
3163102,0,0
2509206,42,0
2512903,169,2
2603108,33,3
2200103,0,0
2201804,14,0
4102505,5,0
3302858,39,5
4308102,3,0
4308805,10,0
4314498,11,0
3557204,4,0
4214151,5,0
2709152,159,2
1303403,275,8
2921807,0,0
2313401,243,9
2100154,104,2
3107703,2,0
3116902,2,0
3120870,0,0
3152907,3,0
3167202,97,0
3162708,1,0
5003751,4,0
2502904,4,0
2207850,1,0
4110102,24,0
4127965,0,0
2409605,4,0
1101302,6,0
4311007,0,0
4321857,3,0
3532108,1,0
3540200,94,3
1703305,4,0
1303809,161,1
1600279,308,1
2305332,98,0
2310258,155,1
2310803,15,0
3200706,39,0
3201100,30,2
2103307,5,2
2502003,2,0
2612901,2,0
2408300,128,4
1100296,0,0
4212908,22,0
3529203,15,1
3543808,0,0
5215801,17,0
4117297,1,0
5208400,11,0
5209804,-1,0
5211305,1,0
3104908,-1,0
3122470,12,0
3131505,3,0
3152170,12,0
2605608,4,0
4303509,45,0
4311791,0,0
4214409,0,0
4216057,1,1
2803500,185,3
2805307,5,1
3512100,5,1
3540804,25,1
3546603,34,1
3557105,130,3
1703107,8,0
1300805,29,2
2920007,9,0
3200904,35,0
2111300,655,74
3127800,5,0
3137601,29,0
3160405,8,0
3163201,2,0
3170909,2,1
3171204,65,1
5102694,1,0
1503606,457,3
1503754,29,0
2504355,5,0
2513000,1,0
2612406,2,1
4112207,5,2
4119806,2,1
4123709,2,0
2410207,4,0
2413706,12,0
1100254,41,0
4302303,3,0
4204251,6,1
4218004,97,1
3502309,0,0
3505104,1,0
3530300,47,1
3534708,54,1
3536000,1,0
3539806,94,2
3552700,1,0
3556305,16,1
4301925,2,0
2905404,13,0
5204904,7,0
5214861,7,0
3127107,42,3
3135605,2,0
3138351,0,0
3147402,8,0
3166303,0,0
3161502,1,0
5105580,97,0
1504307,2,3
2504306,25,1
2202455,2,0
4115903,0,0
4313011,0,0
4313706,42,2
4318457,1,0
4319802,0,0
4209151,0,0
4211801,12,0
3542206,14,1
3547650,0,0
3555307,2,0
1200302,49,1
2703908,3,0
2904100,4,0
