code_muni,casos,mortes
2903201,495,8
2915700,41,1
5203939,1,0
5210406,80,1
5221908,22,0
2106706,64,0
3109600,5,0
3142502,0,0
3155801,3,0
3161205,0,0
5003454,7,0
5108907,1,0
2502607,2,0
2203354,2,0
4105805,271,8
4115804,108,2
3300159,12,0
3301157,18,0
4301206,5,0
4303202,14,0
4202073,31,0
4205001,2,0
3501707,26,1
2706505,6,0
2929305,65,0
2932200,14,1
2303907,56,0
2305357,21,1
2313906,48,0
5218003,8,1
5218706,26,0
5220405,23,1
2111508,51,2
3106309,26,0
3166907,2,0
3170206,672,17
5004908,4,0
5107743,1,0
5107909,557,5
1500107,120,0
2500502,101,2
2612455,11,0
2207900,43,0
2210607,60,0
4108205,1,1
4114005,10,0
4118907,3,1
4123956,0,0
3301850,114,3
1100403,25,0
1100809,56,2
4301404,4,0
4304853,0,0
4319364,4,0
4202438,5,0
4211876,1,0
3518008,2,0
3547106,0,0
3555208,0,0
1717503,12,0
2705101,207,0
1301159,3,0
2905800,57,1
2300150,181,0
2304509,64,0
2312205,116,0
2312304,80,2
5220454,338,11
2100808,1,0
2102002,81,2
3141504,1,0
5100300,21,0
5105507,7,0
1503309,24,-3
4122503,1,0
2405504,0,0
2405009,15,0
4201505,53,0
3506904,5,0
3511904,8,0
3516903,16,2
3530607,539,14
3552551,11,0
1303957,48,0
2906808,13,0
2918456,29,0
2921807,1,0
3200706,11,1
5206206,39,8
2106201,6,0
2110237,13,1
2112407,16,0
3109303,6,0
3124302,9,0
3125002,1,0
3144409,13,0
3147709,2,0
3154150,9,0
1503754,31,2
2512507,102,0
2512754,6,0
4121901,18,0
3303401,280,7
4306429,4,0
4206207,10,2
4209607,84,0
4213609,18,2
4214201,51,1
4217253,15,0
3504701,10,0
3509254,303,3
2703403,1,0
2900108,1,0
2901957,33,0
2920452,2,0
2927101,0,0
2304285,74,3
2311405,161,6
5215256,0,0
3129509,6,0
3139805,1,0
3162203,9,1
5108956,13,0
1505205,6,-1
2509305,4,0
2514206,6,0
2605459,4,0
2610103,0,0
4118006,3,0
3306305,438,14
2413201,4,0
1100155,74,3
4300802,18,1
4305439,1,0
4306205,9,0
4310702,1,0
4314100,445,14
4209854,18,0
4215406,2,1
3546603,63,2
3549508,14,1
3556206,273,6
1200500,99,1
2704401,11,0
2918803,19,0
2920403,14,2
2921500,9,0
2303709,119,7
3201308,331,18
5218805,391,12
2101608,219,1
2112852,16,0
3104809,1,0
3125309,1,0
3136603,7,0
3154705,3,0
3162922,29,0
5101209,1,0
5103056,10,0
1503200,-6,0
1508159,105,1
2503803,20,0
2509339,4,0
2515302,81,3
2515500,2,0
2612000,7,0
4117909,89,0
2406601,7,0
4316204,5,0
4207304,136,0
4209177,0,0
4209300,431,6
3515152,94,0
3518503,19,0
2922102,20,0
2931608,13,0
2301406,24,0
2303956,39,0
5204805,0,0
2112605,212,2
3101706,31,1
3105202,0,0
3130002,0,0
3146255,1,0
3150901,4,0
5108055,18,1
1503044,30,0
2505402,1,0
2506806,185,1
2201572,2,0
2202901,26,1
4120333,7,1
4126900,3,0
3304151,31,3
4310439,1,0
4310553,1,0
4312138,8,0
4203501,2,0
4205100,13,0
4212304,28,0
3504503,50,0
3518404,119,2
3525805,1,0
3546900,0,0
1702109,678,11
2706109,0,0
2706802,48,1
1302009,2,0
2928604,64,3
2929255,8,0
3106101,0,0
3113107,0,0
3114808,1,0
3118007,29,0
3118502,0,0
3124708,0,0
3128402,0,0
3132305,4,0
3153004,0,0
3169208,6,0
5107800,14,4
1505809,39,0
2606606,7,0
2201309,0,0
2204550,0,0
2206100,50,1
3300308,85,5
2406700,7,0
1101807,4,0
4217808,49,0
3524709,60,1
3536406,6,0
2707701,70,1
2912905,138,0
2920205,4,0
2925253,39,0
2929008,40,0
5205471,1,0
5210158,4,0
2104552,48,0
2106409,15,3
2108603,129,2
3124906,28,1
3125101,114,0
3126208,3,0
3151503,28,0
3165537,22,0
5101852,4,0
2501203,4,0
2504850,3,0
2607901,418,31
2205409,61,2
2206704,1,0
4101200,19,0
4120358,2,0
2402808,1,0
4214003,50,0
4216354,21,0
4218301,-1,1
2806503,37,0
3519071,1503,14
3541000,373,38
3547908,2,0
3549300,0,0
2703502,2,0
2308401,164,2
3203346,29,0
3112505,1,0
3113305,21,1
3114550,3,0
3131703,140,2
3137205,69,1
3141405,15,0
3143450,0,0
3151602,28,0
3170438,5,0
1500131,10,0
2601805,14,0
2611101,982,3
2402402,0,0
2412500,9,1
