code_muni,casos,mortes
2915700,0,0
2933000,2,0
2306702,3,0
2311264,4,0
2100204,0,0
2209807,0,0
2404853,1,0
3506003,49,3
3514106,1,0
2515005,2,0
4304952,1,0
2703759,2,0
1300904,14,0
3205150,0,0
5200506,0,0
2106409,7,1
1504422,23,2
2616308,4,0
2209708,0,0
4128609,0,0
3304003,4,0
4305355,0,0
3510203,3,2
3548708,360,43
2400307,1,0
5205901,1,0
1600055,8,0
2305803,5,0
2313401,25,0
5202809,0,0
2112605,15,0
5003306,2,0
5108303,0,0
2506400,3,0
2613008,1,0
2200400,0,0
1101476,4,0
4211900,4,0
2210102,1,0
2515930,2,0
4121406,2,0
1301308,3,1
2911006,0,0
2929701,0,0
2304350,2,0
3202900,0,0
5205000,0,0
2107506,73,7
3143302,8,1
3161106,16,0
1501907,24,2
2606101,6,5
3532603,1,0
3554003,11,1
2108702,8,0
3162708,1,0
3517505,3,0
3528858,1,0
4312054,1,0
4206108,1,0
1300680,11,0
3205101,35,0
2101772,3,0
3154606,7,0
2609808,0,0
4101903,0,0
4322608,17,1
4202701,1,0
3512902,0,0
3519055,6,0
1507151,1,0
2609204,1,1
3516804,1,0
2915106,0,0
2924702,0,0
2302602,10,0
3139003,0,0
3169109,1,1
2401008,15,1
4304614,1,0
3502200,0,0
1712801,4,0
5210604,0,0
3105608,7,2
3169406,0,0
5007406,0,0
1505601,1,0
4104907,1,0
1400209,5,0
4316436,15,1
3526407,0,0
3536570,0,0
3550605,3,1
1702208,15,0
3101102,3,0
1707702,0,0
4218509,2,0
2805406,2,0
5212808,3,1
2112100,4,0
3555505,2,0
2702355,1,0
3556305,1,0
5103403,42,0
2704203,1,0
3101805,0,0
3122405,0,0
3147105,1,0
5005707,0,0
1506161,0,0
2600906,4,0
1400175,13,0
4214300,0,0
3518404,2,0
3528007,0,0
4202453,1,0
1300086,7,0
2930709,3,0
2101707,20,0
3162906,1,1
2601706,1,0
2210300,0,0
4108403,0,0
4313003,1,0
4208609,2,0
2202711,1,0
1600253,3,0
2930402,0,0
2930154,0,0
3201001,0,0
5209200,0,0
2600302,2,1
2605806,10,1
2410108,0,0
4308102,0,0
4215554,0,0
2801405,0,0
3520442,1,0
3529005,4,0
3548203,2,1
2406700,1,0
2903102,0,0
2932804,0,0
2304707,7,0
2308500,5,0
3150406,0,0
3304524,21,1
2409506,2,0
4306320,0,0
4320859,1,0
4204103,2,0
4211405,4,0
2806008,0,0
2313955,7,1
2112407,15,0
3554656,2,0
5107800,1,0
1300607,33,5
1301852,90,5
3203106,0,0
3142403,0,0
1500800,302,30
3303609,27,0
1100502,0,0
2509206,1,0
5204706,0,0
2104057,19,0
2111102,1,0
2112506,17,0
5002951,0,0
2201770,1,0
2207504,1,0
2806107,2,0
3500758,2,0
3518602,5,0
3521002,2,0
1101401,0,0
1302405,2,0
2916807,0,0
3202256,0,0
3202405,20,1
3202454,0,0
2606200,29,3
4314605,0,0
4205308,4,0
4215059,1,0
3520202,7,0
3528502,18,1
1709500,20,1
1504455,2,0
3537404,3,1
3140852,1,0
5210000,1,0
3165800,3,0
5102637,0,0
3302205,12,0
3305133,1,0
2413409,1,2
4307609,0,0
4211702,4,0
3509007,41,4
2100550,2,0
4203303,0,0
3532702,1,0
2928802,1,0
2303006,3,1
2311355,1,0
1505502,26,0
2210201,1,0
4104006,5,0
4105300,1,0
3303708,7,0
2800407,0,0
3509601,3,1
2507903,4,0
3501806,2,0
2110302,16,0
2209872,0,0
1200385,34,1
2928000,0,0
2308377,1,0
5107065,4,1
2504157,0,0
3519709,2,1
3556404,2,0
2109304,4,0
1100346,2,0
2900355,0,0
2928109,0,0
3203700,2,0
3127008,1,0
3148004,4,0
1503200,7,3
2601102,7,0
2615706,3,1
3302908,1,0
4208906,19,0
3502309,0,0
3516606,1,0
2311959,0,0
2312908,120,0
2106508,19,0
2112308,4,0
2113009,4,0
3106408,0,0
3115300,1,0
1507508,2,0
