code_muni,casos,mortes
2907301,28,1
2926707,3,0
5205109,79,0
2110104,68,0
2112456,10,0
3107901,1,0
3109808,0,0
3124401,0,0
3136504,1,0
3138658,1,0
3140100,0,0
2511905,48,1
2517209,0,0
2600203,2,0
2601300,17,2
2605103,3,1
4107801,1,1
4109302,11,0
3305703,5,2
3539301,63,0
3547007,3,0
3549904,758,11
2704906,1,0
2903805,2,0
2912905,27,0
2929800,3,0
5219001,13,1
5220405,54,2
2111953,0,0
3127073,2,0
3135407,0,1
3139300,0,0
3142007,0,1
3150703,17,0
5000252,0,1
5100409,22,0
5107750,10,0
2503001,37,0
2508604,27,0
2509008,0,0
2612901,4,0
2210102,0,0
4106852,1,0
4121901,14,0
3305208,53,1
2412005,99,3
4304507,9,0
4306353,0,0
4309258,4,0
4323358,0,0
4204756,0,0
4218004,107,0
4219705,61,1
2801504,47,1
2807402,36,0
3500105,14,0
3525854,-1,0
3541109,2,0
3546504,23,0
3553856,0,0
2701407,207,4
2911857,3,0
2914505,2,1
2305308,52,1
3204203,26,3
5205307,2,0
3115300,32,3
3142304,3,0
3146305,21,0
5004700,8,0
5108105,1,0
1500305,253,3
1506195,105,1
2604155,6,1
2608503,13,0
2614006,2,1
2202059,40,0
2205532,1,0
2206951,8,0
2409209,2,0
4303202,3,0
4317103,7,0
4220000,14,1
3507308,0,0
3507605,144,7
3517406,43,0
3518909,5,0
3529609,0,0
3543907,392,7
3550100,12,0
1720150,0,0
1200203,229,2
2703304,2,0
1600501,94,3
2919405,0,0
2924702,2,0
2301851,32,0
3205200,1517,40
2101301,17,0
3112307,2,0
3122355,0,0
3126109,58,1
3169802,1,0
5103379,2,0
2512002,6,0
4100459,0,0
4107009,11,1
1100601,0,0
4315107,0,0
4206751,3,0
4217501,34,0
4218707,209,2
2800308,2783,62
2803906,3,0
3511300,10,0
3525201,25,1
3530706,201,4
3546207,3,0
3555109,2,0
3555802,13,-1
2704104,10,0
1301902,165,4
2910701,8,0
2911808,32,0
2915403,6,0
2922854,0,0
3135456,0,0
3148707,15,0
5104609,4,0
2206407,48,0
2211407,1,0
4122503,3,0
2407906,0,0
2413300,2,0
2414456,0,0
4312385,1,0
4217550,7,0
4217154,1,0
2804102,36,0
3514403,23,0
3515657,1,0
3537107,20,1
3540309,6,1
1720499,0,0
1721109,56,0
2901957,6,0
2310209,16,8
5206800,4,0
5209903,1,0
5209937,4,0
3105400,3,0
3112505,4,0
3170008,1,0
5001508,6,0
5106240,25,0
1505502,332,2
2515302,95,2
2605004,74,3
2201572,2,0
2206308,5,0
4102208,2,0
4126009,2,0
2405504,0,0
2405801,19,0
1100155,29,4
1101609,11,0
1400605,17,0
4304614,0,0
4305173,1,1
4304309,1,0
4316303,-1,0
4213401,2,0
3527504,0,0
3541406,250,6
3551207,20,0
2706208,4,0
1301001,52,1
2903706,2,0
2927200,18,0
2301257,6,1
2312007,6,2
5210208,15,0
2103703,37,1
2106375,24,0
2107407,0,0
2108900,38,1
2111078,2,0
3108552,12,0
3140555,0,0
3145208,19,0
3150570,-1,0
5107354,6,0
1505031,84,1
2511608,4,0
2604304,18,0
2205508,123,1
4100400,115,3
4115507,0,0
4118006,1,0
3306206,36,2
2413102,3,0
4311759,10,0
4323770,2,0
3508108,25,2
3521309,38,1
3536570,0,0
3553906,8,0
1700350,2,0
1716604,3,0
1720259,0,0
4310462,1,0
2902708,6,0
2909802,83,1
2933059,12,0
2305001,45,0
2313906,48,3
5207535,9,0
3131000,0,0
3145307,6,0
3145406,0,0
5002803,3,0
1504059,31,2
2513901,109,2
2204808,19,0
2207959,0,0
3305000,24,1
2406205,8,1
2409506,4,0
2410405,4,0
1101484,9,0
4314787,3,0
4315552,1,0
4218350,3,0
3550704,60,1
1709302,46,1
2700706,28,1
1301308,7,0
1304237,29,0
2931103,4,0
3100401,0,0
3116159,0,0
3147709,3,0
3149309,52,0
3151701,6,0
3155801,0,0
3161205,2,0
3171006,14,0
3172202,1,0
5107156,2,0
2512754,5,0
2200053,9,0
4120804,43,0
3302106,24,4
2408607,0,0
4316436,1,0
4200309,2,0
4206900,7,0
4207007,29,0
2801108,6,0
3506003,372,10
3532306,0,0
3539004,52,1
3545159,4,1
1710706,2,0
1301803,45,0
2928901,18,0
2932002,19,0
2304657,83,0
2311405,161,2
3200508,13,0
3200607,378,4
5204250,2,0
5208806,3,1
2103158,0,0
3141504,0,0
3147501,0,0
4108205,7,0
4115309,1,0
4120853,2,0
3304110,7,0
4302600,0,0
4315156,0,0
4319158,0,0
4204400,22,0
4211702,12,0
3504701,0,0
3537305,38,1
3549250,2,0
2706307,109,5
2709103,8,0
2902252,2,0
2906501,254,7
2915353,3,0
2924108,0,0
5200175,0,0
2102606,1,0
3108206,6,1
3123528,0,1
3138401,116,5
3144409,0,0
3162575,17,0
5001243,3,0
