code_muni,casos,mortes
2703809,2,1
1600055,61,1
2928703,6,0
2306504,14,0
5203203,1,0
3115300,18,1
3153202,0,0
3156304,5,0
3171303,6,0
5007695,2,0
1500701,78,1
2511301,4,0
2513109,9,0
2607000,1,0
2600401,81,3
4122305,5,1
4126702,11,0
3302452,1,0
3305109,148,19
2401701,0,0
1400506,8,0
4303103,25,0
4310603,0,0
4200754,3,0
3511300,1,0
3520608,4,0
4107736,1,0
3140902,2,0
1502202,112,11
2900108,0,0
2901007,3,1
2903409,2,0
2102200,10,0
2108108,35,0
2109270,19,0
3114006,0,0
3151305,2,0
2503605,8,1
2607307,6,1
2210656,0,0
2414100,1,0
4304358,0,0
4304952,1,0
4311908,2,0
4320503,1,0
3517901,0,0
3546405,6,1
1716604,1,0
2912806,1,0
1703701,0,0
2702306,24,4
2107506,81,8
2109403,3,0
3108602,2,0
3151503,0,0
1505601,10,0
2513307,0,0
2601706,9,0
3305554,39,1
1100809,29,1
3504503,1,0
3550407,-3,0
1304237,14,2
2927408,2746,80
2301406,7,0
3205036,11,0
5202809,0,0
2104800,107,0
2111250,2,0
2114007,161,2
3133303,1,0
3136702,119,10
3161106,4,1
5006200,-3,0
5105903,0,0
2512309,1,0
2201150,0,0
1400209,4,0
4317400,4,0
4217808,-1,0
3511706,28,2
3543253,2,0
1703008,1,0
4313490,1,0
1718907,1,0
1719004,2,0
1720853,0,0
1503002,0,0
2607752,15,5
2915700,0,0
2917102,0,0
2921500,0,0
2931905,0,0
3205150,2,0
2102077,3,0
3137007,0,0
5108600,3,0
2505279,2,0
2202752,0,0
4104907,0,0
4127700,12,0
2401859,2,0
2404101,1,0
2803807,0,0
3506300,0,0
3514403,7,0
1713809,5,0
1717503,0,0
2515302,20,0
2932705,25,1
5201405,104,3
5217401,0,0
2103174,14,1
2103257,45,0
3130606,0,0
3155801,1,0
5003306,2,0
1506807,381,17
1508100,141,26
2509107,22,0
2601201,39,4
3301207,8,0
3302056,9,1
3304607,1,0
2405801,3,1
4304663,0,0
3505104,0,0
3543006,1,0
3555901,0,0
2105450,3,0
1713601,0,0
1300904,4,0
2311959,1,0
2100402,0,0
2105153,21,0
3130903,0,0
3144003,4,0
5003801,15,0
1502004,13,3
4107207,0,0
2403756,0,0
1400704,1,1
4311809,17,1
3522208,52,5
3536257,-1,0
3550803,2,0
1720804,16,0
2409308,1,0
5105101,1,0
3535408,0,0
2920502,0,0
2922300,0,0
5219753,8,1
3102001,0,0
3172202,0,0
1504109,18,1
2501104,24,1
2202133,10,0
2208874,0,0
3301702,265,36
3501806,0,0
3513603,2,0
3532900,4,0
4106571,3,0
3300951,2,0
2403004,4,0
2910057,20,2
2918001,104,3
2925956,0,0
2307254,27,0
2307809,14,0
2309805,7,1
3203320,65,3
3140308,0,0
3160900,0,0
3162005,1,0
5106653,1,0
2511707,10,0
2615003,2,0
3305802,50,9
3306107,20,1
4216909,-1,0
3510203,0,0
3523305,14,0
3551603,1,0
