city_ibge_code;epidemiological_week;growth_factor
3550308.0;10.0;5.0
3550308.0;11.0;5.0
3550308.0;12.0;4.88
3550308.0;13.0;3.02
3550308.0;14.0;3.32
3550308.0;15.0;1.07
3550308.0;16.0;1.25
3550308.0;17.0;1.11
3550308.0;18.0;1.74
3550308.0;19.0;1.14
3550308.0;20.0;1.18
3550308.0;21.0;1.09
3550308.0;22.0;1.45
3550308.0;23.0;1.11
3550308.0;24.0;0.93
3550308.0;25.0;1.24
3550308.0;26.0;0.98
3550308.0;27.0;0.87
3550308.0;28.0;0.91
3550308.0;29.0;1.01
3550308.0;30.0;1.02
3550308.0;31.0;1.47
3550308.0;32.0;0.67
3300407.0;11.0;0.0
3300407.0;15.0;4.0
3300407.0;16.0;0.38
3300407.0;17.0;2.0
3300407.0;18.0;2.33
3300407.0;19.0;2.57
3300407.0;20.0;0.5
3300407.0;21.0;2.0
3300407.0;22.0;1.53
3300407.0;23.0;0.49
3300407.0;24.0;2.74
3300407.0;25.0;0.31
3300407.0;26.0;5.78
3300407.0;27.0;0.98
3300407.0;28.0;0.73
3300407.0;29.0;0.73
3300407.0;30.0;0.4
3300407.0;31.0;4.18
3300407.0;32.0;1.5
2910800.0;11.0;1.0
2910800.0;12.0;1.0
2910800.0;13.0;1.5
2910800.0;14.0;4.67
2910800.0;15.0;1.71
2910800.0;16.0;0.29
2910800.0;17.0;1.71
2910800.0;18.0;1.83
2910800.0;19.0;1.09
2910800.0;20.0;3.46
2910800.0;21.0;1.4
2910800.0;22.0;1.19
2910800.0;23.0;2.33
2910800.0;24.0;0.69
2910800.0;25.0;1.34
2910800.0;26.0;5.51
2910800.0;27.0;0.69
2910800.0;28.0;0.74
2910800.0;29.0;0.84
2910800.0;30.0;1.97
2910800.0;31.0;0.75
2910800.0;32.0;0.86
3304557.0;11.0;12.0
3304557.0;12.0;7.17
3304557.0;13.0;4.53
3304557.0;14.0;1.26
3304557.0;15.0;1.87
3304557.0;16.0;1.25
3304557.0;17.0;1.23
3304557.0;18.0;1.38
3304557.0;19.0;2.05
3304557.0;20.0;0.45
3304557.0;21.0;4.82
3304557.0;22.0;0.85
3304557.0;23.0;0.97
3304557.0;24.0;0.79
3304557.0;25.0;1.53
3304557.0;26.0;0.59
3304557.0;27.0;0.92
3304557.0;28.0;0.86
3304557.0;29.0;0.39
3304557.0;30.0;2.42
3304557.0;31.0;0.58
3304557.0;32.0;1.16
5300108.0;11.0;7.0
5300108.0;12.0;14.29
5300108.0;13.0;1.17
5300108.0;14.0;1.65
5300108.0;15.0;0.66
5300108.0;16.0;1.54
5300108.0;17.0;1.11
5300108.0;18.0;2.62
5300108.0;19.0;1.47
5300108.0;20.0;1.63
5300108.0;21.0;1.41
5300108.0;22.0;1.54
5300108.0;23.0;1.97
5300108.0;24.0;0.94
5300108.0;25.0;1.65
5300108.0;26.0;1.0
5300108.0;27.0;1.34
5300108.0;28.0;0.95
5300108.0;29.0;0.94
5300108.0;30.0;1.07
5300108.0;31.0;1.04
5300108.0;32.0;1.04
3547304.0;11.0;0.0
3547304.0;13.0;4.0
3547304.0;14.0;4.5
3547304.0;15.0;0.5
3547304.0;16.0;2.33
3547304.0;17.0;1.24
3547304.0;18.0;2.38
3547304.0;19.0;1.11
3547304.0;20.0;0.96
3547304.0;21.0;1.32
3547304.0;22.0;1.34
3547304.0;23.0;1.03
3547304.0;24.0;1.13
3547304.0;25.0;1.24
3547304.0;26.0;0.74
3547304.0;27.0;1.21
3547304.0;28.0;1.02
3547304.0;29.0;0.62
3547304.0;30.0;1.95
3547304.0;31.0;1.08
3547304.0;32.0;1.02
2704302.0;12.0;6.0
2704302.0;13.0;1.0
2704302.0;14.0;0.67
2704302.0;15.0;5.0
2704302.0;16.0;3.5
2704302.0;17.0;4.57
2704302.0;18.0;2.18
2704302.0;19.0;0.79
2704302.0;20.0;1.54
2704302.0;21.0;1.07
2704302.0;22.0;1.84
2704302.0;23.0;1.63
2704302.0;24.0;0.83
2704302.0;25.0;0.93
2704302.0;26.0;1.07
2704302.0;27.0;0.76
2704302.0;28.0;1.02
2704302.0;29.0;1.01
2704302.0;30.0;0.8
2704302.0;31.0;1.15
2704302.0;32.0;0.67
3122306.0;12.0;0.0
3122306.0;14.0;2.25
3122306.0;15.0;0.78
3122306.0;16.0;2.14
3122306.0;17.0;1.47
3122306.0;18.0;0.82
3122306.0;19.0;1.67
3122306.0;20.0;0.67
3122306.0;21.0;1.1
3122306.0;22.0;1.32
3122306.0;23.0;1.79
3122306.0;24.0;0.4
3122306.0;25.0;2.14
3122306.0;26.0;0.78
3122306.0;27.0;1.6
3122306.0;28.0;1.3
3122306.0;29.0;0.82
3122306.0;30.0;0.98
3122306.0;31.0;0.66
3122306.0;32.0;2.28
4303905.0;12.0;1.0
4303905.0;13.0;0.0
4303905.0;15.0;1.0
4303905.0;16.0;0.0
4303905.0;23.0;9.0
4303905.0;24.0;1.33
4303905.0;25.0;2.5
4303905.0;26.0;1.02
4303905.0;27.0;1.44
4303905.0;28.0;1.1
4303905.0;29.0;0.71
4303905.0;30.0;2.28
4303905.0;31.0;2.65
4303905.0;32.0;0.66
4314902.0;12.0;16.5
4314902.0;13.0;2.18
4314902.0;14.0;1.86
4314902.0;15.0;0.52
4314902.0;16.0;0.9
4314902.0;17.0;0.81
4314902.0;18.0;0.57
4314902.0;19.0;1.83
4314902.0;20.0;1.7
4314902.0;21.0;0.04
4314902.0;22.0;32.5
4314902.0;23.0;3.08
4314902.0;24.0;0.54
4314902.0;25.0;1.5
4314902.0;26.0;2.44
4314902.0;27.0;0.7
4314902.0;28.0;1.64
4314902.0;29.0;2.51
4314902.0;30.0;0.63
4314902.0;31.0;0.7
4314902.0;32.0;1.29
5208707.0;12.0;2.0
5208707.0;13.0;4.0
5208707.0;14.0;1.33
5208707.0;15.0;1.53
5208707.0;16.0;2.29
5208707.0;17.0;0.42
5208707.0;18.0;4.13
5208707.0;19.0;0.43
5208707.0;20.0;4.1
5208707.0;21.0;0.86
5208707.0;22.0;1.35
5208707.0;23.0;1.88
5208707.0;24.0;0.7
5208707.0;25.0;3.57
5208707.0;26.0;0.75
5208707.0;27.0;1.21
5208707.0;28.0;0.8
5208707.0;29.0;0.44
5208707.0;30.0;6.15
5208707.0;31.0;1.02
5208707.0;32.0;1.05
5218805.0;12.0;2.0
5218805.0;13.0;2.0
5218805.0;14.0;0.0
5218805.0;16.0;0.5
5218805.0;17.0;0.5
5218805.0;18.0;5.0
5218805.0;19.0;0.0
5218805.0;21.0;4.25
5218805.0;22.0;2.18
5218805.0;23.0;2.54
5218805.0;24.0;2.64
5218805.0;25.0;9.98
5218805.0;26.0;0.44
5218805.0;27.0;0.46
5218805.0;28.0;1.4
5218805.0;29.0;0.2
5218805.0;30.0;5.03
5218805.0;31.0;0.54
5218805.0;32.0;2.22
3131307.0;12.0;0.0
3131307.0;16.0;0.67
3131307.0;17.0;3.5
3131307.0;18.0;0.57
3131307.0;19.0;1.5
3131307.0;20.0;1.67
3131307.0;21.0;4.8
3131307.0;22.0;2.75
3131307.0;23.0;1.45
3131307.0;24.0;1.33
3131307.0;25.0;1.3
3131307.0;26.0;1.75
3131307.0;27.0;1.78
3131307.0;28.0;0.82
3131307.0;29.0;1.07
3131307.0;30.0;0.77
3131307.0;31.0;0.72
3131307.0;32.0;1.03
2611606.0;12.0;3.17
2611606.0;13.0;1.11
2611606.0;14.0;3.48
2611606.0;15.0;5.03
2611606.0;16.0;2.1
2611606.0;17.0;0.68
2611606.0;18.0;5.14
2611606.0;19.0;0.79
2611606.0;20.0;1.33
2611606.0;21.0;1.24
2611606.0;22.0;0.64
2611606.0;23.0;0.68
2611606.0;24.0;0.92
2611606.0;25.0;0.91
2611606.0;26.0;0.83
2611606.0;27.0;0.9
2611606.0;28.0;1.41
2611606.0;29.0;0.9
2611606.0;30.0;1.2
2611606.0;31.0;1.12
2611606.0;32.0;0.69
4105508.0;12.0;1.0
4105508.0;13.0;5.0
4105508.0;14.0;0.8
4105508.0;15.0;0.5
4105508.0;16.0;0.5
4105508.0;17.0;1.0
4105508.0;18.0;6.0
4105508.0;19.0;0.5
4105508.0;20.0;0.33
4105508.0;21.0;9.0
4105508.0;22.0;3.33
4105508.0;23.0;2.13
4105508.0;24.0;1.06
4105508.0;25.0;0.84
4105508.0;26.0;2.98
4105508.0;27.0;0.83
4105508.0;28.0;0.54
4105508.0;29.0;0.55
4105508.0;30.0;0.5
4105508.0;31.0;1.29
4105508.0;32.0;1.07
4106902.0;12.0;5.2
4106902.0;13.0;1.65
4106902.0;14.0;1.84
4106902.0;15.0;1.59
4106902.0;16.0;0.53
4106902.0;17.0;0.82
4106902.0;18.0;1.2
4106902.0;19.0;1.12
4106902.0;20.0;1.19
4106902.0;21.0;1.39
4106902.0;22.0;1.59
4106902.0;23.0;1.64
4106902.0;24.0;1.29
4106902.0;25.0;1.7
4106902.0;26.0;1.52
4106902.0;27.0;2.25
4106902.0;28.0;1.2
4106902.0;29.0;1.09
4106902.0;30.0;0.95
4106902.0;31.0;1.15
4106902.0;32.0;0.85
3303302.0;12.0;9.0
3303302.0;13.0;3.0
3303302.0;14.0;1.56
3303302.0;15.0;0.98
3303302.0;16.0;1.93
3303302.0;17.0;0.7
3303302.0;18.0;2.84
3303302.0;19.0;1.4
3303302.0;20.0;2.55
3303302.0;21.0;1.42
3303302.0;22.0;1.34
3303302.0;23.0;0.5
3303302.0;24.0;1.73
3303302.0;25.0;0.9
3303302.0;26.0;0.93
3303302.0;27.0;0.33
3303302.0;28.0;2.98
3303302.0;29.0;0.43
3303302.0;30.0;3.76
3303302.0;31.0;0.33
3303302.0;32.0;0.53
2408102.0;12.0;5.0
2408102.0;13.0;5.6
2408102.0;14.0;1.54
2408102.0;15.0;1.26
2408102.0;16.0;2.37
2408102.0;17.0;1.08
2408102.0;18.0;2.03
2408102.0;19.0;0.7
2408102.0;20.0;2.13
2408102.0;21.0;1.39
2408102.0;22.0;1.81
2408102.0;23.0;0.68
2408102.0;24.0;2.3
2408102.0;25.0;1.39
2408102.0;26.0;0.77
2408102.0;27.0;2.21
2408102.0;28.0;0.44
2408102.0;29.0;1.13
2408102.0;30.0;0.63
2408102.0;31.0;1.44
2408102.0;32.0;0.61
4305108.0;12.0;1.0
4305108.0;13.0;4.0
4305108.0;14.0;1.75
4305108.0;15.0;3.0
4305108.0;16.0;0.38
4305108.0;17.0;0.38
4305108.0;18.0;2.67
4305108.0;19.0;1.5
4305108.0;20.0;0.83
4305108.0;21.0;4.7
4305108.0;22.0;0.64
4305108.0;23.0;2.5
4305108.0;24.0;1.04
4305108.0;25.0;3.62
4305108.0;26.0;1.28
4305108.0;27.0;0.96
4305108.0;28.0;0.67
4305108.0;29.0;2.21
4305108.0;30.0;1.07
4305108.0;31.0;1.0
4305108.0;32.0;0.99
4205407.0;12.0;4.0
4205407.0;13.0;2.5
4205407.0;14.0;3.05
4205407.0;15.0;1.34
4205407.0;16.0;0.62
4205407.0;17.0;0.55
4205407.0;18.0;2.64
4205407.0;19.0;0.82
4205407.0;20.0;1.41
4205407.0;21.0;1.87
4205407.0;22.0;0.14
4205407.0;23.0;5.48
4205407.0;24.0;1.01
4205407.0;25.0;1.45
4205407.0;26.0;1.26
4205407.0;27.0;1.2
4205407.0;28.0;1.58
4205407.0;29.0;0.87
4205407.0;30.0;1.32
4205407.0;31.0;1.23
4205407.0;32.0;1.69
3515707.0;12.0;0.0
3515707.0;14.0;13.0
3515707.0;15.0;1.46
3515707.0;16.0;1.05
3515707.0;17.0;0.65
3515707.0;18.0;2.77
3515707.0;19.0;1.42
3515707.0;20.0;1.1
3515707.0;21.0;1.73
3515707.0;22.0;0.97
3515707.0;23.0;0.82
3515707.0;24.0;1.45
3515707.0;25.0;1.08
3515707.0;26.0;1.47
3515707.0;27.0;0.7
3515707.0;28.0;1.11
3515707.0;29.0;0.66
3515707.0;30.0;2.08
3515707.0;31.0;1.04
3515707.0;32.0;1.23
1302603.0;12.0;4.5
1302603.0;13.0;10.44
1302603.0;14.0;1.89
1302603.0;15.0;3.65
1302603.0;16.0;1.02
1302603.0;17.0;1.64
1302603.0;18.0;0.9
1302603.0;19.0;3.15
1302603.0;20.0;1.15
1302603.0;21.0;0.94
1302603.0;22.0;1.36
1302603.0;23.0;0.59
1302603.0;24.0;0.8
1302603.0;25.0;0.99
1302603.0;26.0;0.89
1302603.0;27.0;1.04
1302603.0;28.0;0.73
1302603.0;29.0;1.34
1302603.0;30.0;0.79
1302603.0;31.0;1.61
1302603.0;32.0;0.53
2927408.0;12.0;6.67
2927408.0;13.0;2.9
2927408.0;14.0;2.31
2927408.0;15.0;1.04
2927408.0;16.0;2.89
2927408.0;17.0;1.35
2927408.0;18.0;1.46
2927408.0;19.0;1.56
2927408.0;20.0;1.55
2927408.0;21.0;1.42
2927408.0;22.0;0.98
2927408.0;23.0;1.84
2927408.0;24.0;0.8
2927408.0;25.0;0.84
2927408.0;26.0;2.41
2927408.0;27.0;0.85
2927408.0;28.0;0.68
2927408.0;29.0;0.78
2927408.0;30.0;1.56
2927408.0;31.0;0.92
2927408.0;32.0;0.95
4209102.0;12.0;3.0
4209102.0;13.0;1.67
4209102.0;14.0;2.2
4209102.0;15.0;2.91
4209102.0;16.0;1.06
4209102.0;17.0;1.21
4209102.0;18.0;1.68
4209102.0;19.0;0.97
4209102.0;20.0;0.6
4209102.0;21.0;2.0
4209102.0;22.0;0.39
4209102.0;23.0;2.06
4209102.0;24.0;1.41
4209102.0;25.0;3.62
4209102.0;26.0;1.93
4209102.0;27.0;1.6
4209102.0;28.0;0.86
4209102.0;29.0;1.24
4209102.0;30.0;1.37
4209102.0;31.0;1.1
4209102.0;32.0;0.81
3136702.0;12.0;3.0
3136702.0;13.0;2.33
3136702.0;14.0;2.71
3136702.0;15.0;1.47
3136702.0;16.0;1.25
3136702.0;17.0;0.77
3136702.0;18.0;2.04
3136702.0;19.0;2.04
3136702.0;20.0;1.08
3136702.0;21.0;0.98
3136702.0;22.0;0.71
3136702.0;23.0;1.31
3136702.0;24.0;1.35
3136702.0;25.0;2.04
3136702.0;26.0;1.17
3136702.0;27.0;1.5
3136702.0;28.0;0.9
3136702.0;29.0;0.88
3136702.0;30.0;0.61
3136702.0;31.0;0.77
3136702.0;32.0;1.5
3148103.0;12.0;0.0
3148103.0;15.0;1.5
3148103.0;16.0;1.0
3148103.0;17.0;3.33
3148103.0;18.0;0.0
3148103.0;20.0;4.0
3148103.0;21.0;0.0
3148103.0;23.0;2.0
3148103.0;24.0;1.0
3148103.0;25.0;1.33
3148103.0;26.0;5.12
3148103.0;27.0;1.51
3148103.0;28.0;1.52
3148103.0;29.0;0.86
3148103.0;30.0;1.3
3148103.0;31.0;0.61
3148103.0;32.0;1.5
5002704.0;12.0;6.0
5002704.0;13.0;0.92
5002704.0;14.0;1.64
5002704.0;15.0;0.44
5002704.0;16.0;4.25
5002704.0;17.0;0.74
5002704.0;18.0;1.08
5002704.0;19.0;0.56
5002704.0;20.0;1.33
5002704.0;21.0;3.3
5002704.0;22.0;0.83
5002704.0;23.0;1.73
5002704.0;24.0;3.12
5002704.0;25.0;1.55
5002704.0;26.0;1.65
5002704.0;27.0;1.58
5002704.0;28.0;1.16
5002704.0;29.0;1.15
5002704.0;30.0;1.5
5002704.0;31.0;0.81
5002704.0;32.0;1.34
4214300.0;12.0;0.0
4214300.0;23.0;-1.0
4214300.0;24.0;0.0
4214300.0;30.0;0.42
4214300.0;31.0;1.6
4214300.0;32.0;0.12
2800308.0;12.0;6.0
2800308.0;13.0;1.0
2800308.0;14.0;2.33
2800308.0;15.0;0.57
2800308.0;16.0;2.12
2800308.0;17.0;2.76
2800308.0;18.0;6.11
2800308.0;19.0;2.53
2800308.0;20.0;1.27
2800308.0;21.0;1.12
2800308.0;22.0;0.85
2800308.0;23.0;1.34
2800308.0;24.0;2.0
2800308.0;25.0;1.49
2800308.0;26.0;0.75
2800308.0;27.0;1.24
2800308.0;28.0;0.86
2800308.0;29.0;1.11
2800308.0;30.0;0.9
2800308.0;31.0;1.32
2800308.0;32.0;0.34
3510609.0;12.0;1.0
3510609.0;13.0;0.0
3510609.0;15.0;2.22
3510609.0;16.0;2.0
3510609.0;17.0;1.95
3510609.0;18.0;1.32
3510609.0;19.0;1.22
3510609.0;20.0;1.52
3510609.0;21.0;1.06
3510609.0;22.0;1.2
3510609.0;23.0;1.07
3510609.0;24.0;1.14
3510609.0;25.0;1.29
3510609.0;26.0;1.08
3510609.0;27.0;0.76
3510609.0;28.0;0.89
3510609.0;29.0;0.88
3510609.0;30.0;2.0
3510609.0;31.0;0.65
3510609.0;32.0;2.33
4202800.0;13.0;1.0
4202800.0;14.0;0.5
4202800.0;15.0;3.33
4202800.0;16.0;0.2
4202800.0;17.0;0.5
4202800.0;18.0;70.0
4202800.0;19.0;0.06
4202800.0;20.0;1.75
4202800.0;21.0;-0.71
4202800.0;22.0;-1.0
4202800.0;23.0;2.6
4202800.0;24.0;0.46
4202800.0;25.0;2.0
4202800.0;26.0;3.58
4202800.0;27.0;2.65
4202800.0;28.0;1.43
4202800.0;29.0;1.03
4202800.0;30.0;1.02
4202800.0;31.0;1.5
4202800.0;32.0;0.55
2925303.0;13.0;1.0
2925303.0;14.0;0.0
2925303.0;16.0;2.0
2925303.0;17.0;2.5
2925303.0;18.0;1.0
2925303.0;19.0;1.0
2925303.0;20.0;3.4
2925303.0;21.0;0.88
2925303.0;22.0;2.27
2925303.0;23.0;2.06
2925303.0;24.0;0.99
2925303.0;25.0;0.39
2925303.0;26.0;8.78
2925303.0;27.0;0.55
2925303.0;28.0;1.92
2925303.0;29.0;0.79
2925303.0;30.0;1.57
2925303.0;31.0;1.08
2925303.0;32.0;0.77
2301000.0;13.0;0.75
2301000.0;14.0;2.67
2301000.0;15.0;1.75
2301000.0;16.0;0.64
2301000.0;17.0;1.78
2301000.0;18.0;0.69
2301000.0;19.0;4.0
2301000.0;20.0;0.41
2301000.0;21.0;3.44
2301000.0;22.0;0.89
2301000.0;23.0;2.09
2301000.0;24.0;1.14
2301000.0;25.0;0.6
2301000.0;26.0;0.94
2301000.0;27.0;0.68
2301000.0;28.0;1.62
2301000.0;29.0;0.17
2301000.0;30.0;1.29
2301000.0;31.0;0.94
2301000.0;32.0;1.71
2304400.0;13.0;3.0
2304400.0;14.0;1.65
2304400.0;15.0;2.06
2304400.0;16.0;1.42
2304400.0;17.0;1.79
2304400.0;18.0;0.92
2304400.0;19.0;2.56
2304400.0;20.0;0.9
2304400.0;21.0;1.05
2304400.0;22.0;0.87
2304400.0;23.0;1.03
2304400.0;24.0;0.73
2304400.0;25.0;0.89
2304400.0;26.0;0.85
2304400.0;27.0;0.86
2304400.0;28.0;0.62
2304400.0;29.0;1.43
2304400.0;30.0;0.87
2304400.0;31.0;0.66
2304400.0;32.0;1.82
5201108.0;13.0;1.0
5201108.0;14.0;1.0
5201108.0;15.0;4.5
5201108.0;16.0;1.56
5201108.0;17.0;0.71
5201108.0;18.0;0.5
5201108.0;19.0;1.0
5201108.0;20.0;0.6
5201108.0;21.0;22.33
5201108.0;22.0;0.46
5201108.0;23.0;1.0
5201108.0;24.0;3.26
5201108.0;25.0;2.49
5201108.0;26.0;0.82
5201108.0;27.0;1.52
5201108.0;28.0;1.03
5201108.0;29.0;0.61
5201108.0;30.0;2.84
5201108.0;31.0;0.78
5201108.0;32.0;1.31
3106200.0;13.0;3.3
3106200.0;14.0;1.09
3106200.0;15.0;0.94
3106200.0;16.0;0.81
3106200.0;17.0;1.32
3106200.0;18.0;0.91
3106200.0;19.0;3.41
3106200.0;20.0;0.57
3106200.0;21.0;1.28
3106200.0;22.0;1.58
3106200.0;23.0;1.64
3106200.0;24.0;1.3
3106200.0;25.0;0.94
3106200.0;26.0;1.28
3106200.0;27.0;2.62
3106200.0;28.0;1.18
3106200.0;29.0;1.01
3106200.0;30.0;0.96
3106200.0;31.0;1.21
3106200.0;32.0;1.06
3529401.0;13.0;1.0
3529401.0;14.0;13.0
3529401.0;15.0;2.15
3529401.0;16.0;1.39
3529401.0;17.0;1.44
3529401.0;18.0;1.96
3529401.0;19.0;1.05
3529401.0;20.0;1.74
3529401.0;21.0;0.99
3529401.0;22.0;1.13
3529401.0;23.0;1.42
3529401.0;24.0;0.92
3529401.0;25.0;0.86
3529401.0;26.0;1.11
3529401.0;27.0;1.03
3529401.0;28.0;1.05
3529401.0;29.0;0.72
3529401.0;30.0;1.57
3529401.0;31.0;0.98
3529401.0;32.0;1.09
3547809.0;13.0;4.67
3547809.0;14.0;4.21
3547809.0;15.0;1.12
3547809.0;16.0;1.42
3547809.0;17.0;1.1
3547809.0;18.0;2.32
3547809.0;19.0;1.28
3547809.0;20.0;1.31
3547809.0;21.0;1.33
3547809.0;22.0;0.95
3547809.0;23.0;1.49
3547809.0;24.0;1.06
3547809.0;25.0;0.99
3547809.0;26.0;1.58
3547809.0;27.0;1.0
3547809.0;28.0;0.81
3547809.0;29.0;0.63
3547809.0;30.0;1.79
3547809.0;31.0;0.94
3547809.0;32.0;0.8
3548708.0;13.0;2.75
3548708.0;14.0;5.64
3548708.0;15.0;1.53
3548708.0;16.0;1.28
3548708.0;17.0;1.39
3548708.0;18.0;1.52
3548708.0;19.0;1.4
3548708.0;20.0;0.96
3548708.0;21.0;1.49
3548708.0;22.0;1.28
3548708.0;23.0;1.37
3548708.0;24.0;1.18
3548708.0;25.0;1.14
3548708.0;26.0;1.25
3548708.0;27.0;0.96
3548708.0;28.0;1.14
3548708.0;29.0;0.47
3548708.0;30.0;4.05
3548708.0;31.0;0.7
3548708.0;32.0;0.71
3548807.0;13.0;3.0
3548807.0;14.0;1.83
3548807.0;15.0;1.05
3548807.0;16.0;1.61
3548807.0;17.0;0.89
3548807.0;18.0;3.12
3548807.0;19.0;0.49
3548807.0;20.0;0.26
3548807.0;21.0;8.46
3548807.0;22.0;1.25
3548807.0;23.0;2.31
3548807.0;24.0;0.65
3548807.0;25.0;1.25
3548807.0;26.0;1.04
3548807.0;27.0;0.75
3548807.0;28.0;1.23
3548807.0;29.0;0.85
3548807.0;30.0;1.22
3548807.0;31.0;1.6
3548807.0;32.0;0.75
1200401.0;13.0;1.27
1200401.0;14.0;0.79
1200401.0;15.0;1.91
1200401.0;16.0;2.62
1200401.0;17.0;1.87
1200401.0;18.0;2.51
1200401.0;19.0;2.51
1200401.0;20.0;0.31
1200401.0;21.0;6.4
1200401.0;22.0;1.12
1200401.0;23.0;0.33
1200401.0;24.0;1.45
1200401.0;25.0;1.1
1200401.0;26.0;1.0
1200401.0;27.0;0.74
1200401.0;28.0;1.38
1200401.0;29.0;0.41
1200401.0;30.0;1.33
1200401.0;31.0;0.78
1200401.0;32.0;1.47
2925501.0;13.0;0.5
2925501.0;14.0;1.0
2925501.0;15.0;0.0
2925501.0;21.0;4.0
2925501.0;22.0;0.25
2925501.0;23.0;18.0
2925501.0;24.0;0.28
2925501.0;25.0;4.2
2925501.0;26.0;1.38
2925501.0;27.0;1.86
2925501.0;28.0;0.7
2925501.0;29.0;0.47
2925501.0;30.0;2.33
2925501.0;31.0;1.21
2925501.0;32.0;0.24
3119401.0;13.0;-0.5
3119401.0;14.0;-0.0
3119401.0;16.0;4.0
3119401.0;17.0;0.0
3119401.0;21.0;4.25
3119401.0;22.0;2.53
3119401.0;23.0;1.74
3119401.0;24.0;0.95
3119401.0;25.0;2.17
3119401.0;26.0;0.88
3119401.0;27.0;1.57
3119401.0;28.0;1.42
3119401.0;29.0;0.96
3119401.0;30.0;1.15
3119401.0;31.0;0.68
3119401.0;32.0;1.21
3144805.0;13.0;3.0
3144805.0;14.0;1.33
3144805.0;15.0;0.75
3144805.0;16.0;0.08
3144805.0;17.0;6.0
3144805.0;18.0;1.33
3144805.0;19.0;4.62
3144805.0;20.0;0.22
3144805.0;21.0;2.62
3144805.0;22.0;1.38
3144805.0;23.0;2.17
3144805.0;24.0;1.27
3144805.0;25.0;0.68
3144805.0;26.0;1.96
3144805.0;27.0;0.96
3144805.0;28.0;1.6
3144805.0;29.0;0.63
3144805.0;30.0;2.61
3144805.0;31.0;0.86
3144805.0;32.0;1.24
3167202.0;13.0;1.0
3167202.0;14.0;0.0
3167202.0;16.0;1.0
3167202.0;17.0;2.0
3167202.0;18.0;0.5
3167202.0;19.0;0.0
3167202.0;21.0;1.5
3167202.0;22.0;1.5
3167202.0;23.0;1.44
3167202.0;24.0;0.46
3167202.0;25.0;1.83
3167202.0;26.0;11.91
3167202.0;27.0;0.74
3167202.0;28.0;0.91
3167202.0;29.0;1.58
3167202.0;30.0;1.0
3167202.0;31.0;1.35
3167202.0;32.0;1.02
3170206.0;13.0;1.33
3170206.0;14.0;4.75
3170206.0;15.0;1.11
3170206.0;16.0;0.95
3170206.0;17.0;1.25
3170206.0;18.0;1.88
3170206.0;19.0;2.3
3170206.0;20.0;1.31
3170206.0;21.0;0.83
3170206.0;22.0;2.06
3170206.0;23.0;1.91
3170206.0;24.0;2.04
3170206.0;25.0;0.56
3170206.0;26.0;6.18
3170206.0;27.0;0.45
3170206.0;28.0;1.01
3170206.0;29.0;0.74
3170206.0;30.0;1.59
3170206.0;31.0;0.38
3170206.0;32.0;1.73
2601706.0;13.0;0.0
2601706.0;16.0;1.0
2601706.0;17.0;2.0
2601706.0;18.0;2.0
2601706.0;19.0;0.25
2601706.0;20.0;7.0
2601706.0;21.0;1.29
2601706.0;22.0;0.56
2601706.0;23.0;3.8
2601706.0;24.0;0.32
2601706.0;25.0;3.17
2601706.0;26.0;0.74
2601706.0;27.0;8.57
2601706.0;28.0;1.88
2601706.0;29.0;0.26
2601706.0;30.0;2.19
2601706.0;31.0;0.55
2601706.0;32.0;1.17
2607901.0;13.0;0.67
2607901.0;14.0;3.0
2607901.0;15.0;7.67
2607901.0;16.0;2.22
2607901.0;17.0;1.38
2607901.0;18.0;2.82
2607901.0;19.0;1.14
2607901.0;20.0;1.33
2607901.0;21.0;1.24
2607901.0;22.0;0.79
2607901.0;23.0;0.85
2607901.0;24.0;0.75
2607901.0;25.0;1.17
2607901.0;26.0;0.78
2607901.0;27.0;1.04
2607901.0;28.0;0.99
2607901.0;29.0;0.88
2607901.0;30.0;1.4
2607901.0;31.0;0.97
2607901.0;32.0;0.68
4104204.0;13.0;1.0
4104204.0;14.0;6.0
4104204.0;15.0;0.5
4104204.0;16.0;1.33
4104204.0;17.0;0.75
4104204.0;18.0;0.0
4104204.0;20.0;1.2
4104204.0;21.0;1.0
4104204.0;22.0;0.33
4104204.0;23.0;6.5
4104204.0;24.0;2.85
4104204.0;25.0;1.68
4104204.0;26.0;2.37
4104204.0;27.0;1.58
4104204.0;28.0;0.98
4104204.0;29.0;1.43
4104204.0;30.0;0.75
4104204.0;31.0;0.58
4104204.0;32.0;1.74
4113700.0;13.0;0.67
4113700.0;14.0;16.0
4113700.0;15.0;0.78
4113700.0;16.0;1.12
4113700.0;17.0;0.11
4113700.0;18.0;4.0
4113700.0;19.0;0.58
4113700.0;20.0;2.71
4113700.0;21.0;7.0
4113700.0;22.0;1.14
4113700.0;23.0;1.15
4113700.0;24.0;1.32
4113700.0;25.0;1.03
4113700.0;26.0;1.05
4113700.0;27.0;1.22
4113700.0;28.0;1.05
4113700.0;29.0;1.45
4113700.0;30.0;1.03
4113700.0;31.0;0.96
4113700.0;32.0;1.04
4119152.0;13.0;2.0
4119152.0;14.0;1.5
4119152.0;15.0;2.33
4119152.0;16.0;0.57
4119152.0;17.0;0.75
4119152.0;18.0;1.33
4119152.0;19.0;1.25
4119152.0;20.0;2.2
4119152.0;21.0;1.0
4119152.0;22.0;2.73
4119152.0;23.0;1.43
4119152.0;24.0;0.84
4119152.0;25.0;1.86
4119152.0;26.0;1.76
