city_ibge_code;epidemiological_week;growth_factor
1600253.0;25.0;1.5
1600253.0;26.0;0.0
1600253.0;28.0;0.4
1600253.0;29.0;3.5
1600253.0;30.0;3.29
1600253.0;31.0;2.22
1600253.0;32.0;0.65
2909802.0;18.0;1.0
2909802.0;19.0;0.0
2909802.0;21.0;0.33
2909802.0;22.0;9.0
2909802.0;23.0;1.22
2909802.0;24.0;1.91
2909802.0;25.0;0.76
2909802.0;26.0;1.0
2909802.0;27.0;2.44
2909802.0;28.0;2.13
2909802.0;29.0;0.47
2909802.0;30.0;2.31
2909802.0;31.0;0.54
2909802.0;32.0;1.31
2920601.0;18.0;0.2
2920601.0;19.0;0.0
2920601.0;21.0;1.0
2920601.0;22.0;8.0
2920601.0;23.0;1.88
2920601.0;24.0;0.67
2920601.0;25.0;1.4
2920601.0;26.0;1.86
2920601.0;27.0;0.77
2920601.0;28.0;1.45
2920601.0;29.0;1.31
2920601.0;30.0;2.05
2920601.0;31.0;0.6
2920601.0;32.0;2.53
2929701.0;18.0;1.0
2929701.0;19.0;0.0
2929701.0;22.0;0.0
2929701.0;24.0;1.0
2929701.0;25.0;0.33
2929701.0;26.0;4.0
2929701.0;27.0;2.0
2929701.0;28.0;0.25
2929701.0;29.0;1.5
2929701.0;30.0;0.67
2929701.0;31.0;1.0
2929701.0;32.0;2.0
2302404.0;19.0;17.0
2302404.0;20.0;0.59
2302404.0;21.0;0.8
2302404.0;22.0;0.5
2302404.0;23.0;3.75
2302404.0;24.0;0.87
2302404.0;25.0;3.62
2302404.0;26.0;0.34
2302404.0;27.0;1.56
2302404.0;28.0;0.72
2302404.0;29.0;0.83
2302404.0;30.0;1.4
2302404.0;31.0;2.14
2302404.0;32.0;1.2
2302503.0;19.0;2.0
2302503.0;20.0;0.33
2302503.0;21.0;4.5
2302503.0;22.0;0.44
2302503.0;23.0;4.75
2302503.0;24.0;2.58
2302503.0;25.0;0.86
2302503.0;26.0;0.79
2302503.0;27.0;1.97
2302503.0;28.0;0.75
2302503.0;29.0;1.02
2302503.0;30.0;2.52
2302503.0;31.0;1.44
2302503.0;32.0;0.94
2302701.0;18.0;2.0
2302701.0;19.0;1.0
2302701.0;20.0;3.5
2302701.0;21.0;2.29
2302701.0;22.0;1.0
2302701.0;23.0;1.62
2302701.0;24.0;0.38
2302701.0;25.0;2.7
2302701.0;26.0;1.19
2302701.0;27.0;0.66
2302701.0;28.0;1.29
2302701.0;29.0;0.48
2302701.0;30.0;2.15
2302701.0;31.0;0.57
2302701.0;32.0;0.5
2303105.0;18.0;1.5
2303105.0;19.0;2.33
2303105.0;20.0;0.43
2303105.0;21.0;17.33
2303105.0;22.0;0.5
2303105.0;23.0;1.04
2303105.0;24.0;1.11
2303105.0;25.0;3.0
2303105.0;26.0;1.18
2303105.0;27.0;0.38
2303105.0;28.0;2.48
2303105.0;29.0;0.42
2303105.0;30.0;0.71
2303105.0;31.0;0.6
2303105.0;32.0;0.89
2309201.0;18.0;0.5
2309201.0;19.0;0.5
2309201.0;20.0;0.0
2309201.0;23.0;2.0
2309201.0;24.0;1.0
2309201.0;25.0;1.5
2309201.0;26.0;0.67
2309201.0;27.0;1.5
2309201.0;28.0;0.67
2309201.0;29.0;3.5
2309201.0;30.0;2.29
2309201.0;31.0;0.31
2309201.0;32.0;1.2
2311355.0;18.0;0.0
2311355.0;20.0;4.0
2311355.0;21.0;-0.25
2311355.0;22.0;-1.0
2311355.0;23.0;15.0
2311355.0;24.0;1.67
2311355.0;25.0;3.24
2311355.0;26.0;0.84
2311355.0;27.0;0.62
2311355.0;28.0;2.57
2311355.0;29.0;0.47
2311355.0;30.0;1.2
2311355.0;31.0;0.8
2311355.0;32.0;1.41
2312304.0;18.0;3.0
2312304.0;19.0;1.0
2312304.0;20.0;3.0
2312304.0;21.0;0.0
2312304.0;23.0;27.0
2312304.0;24.0;0.22
2312304.0;25.0;10.5
2312304.0;26.0;1.84
2312304.0;27.0;0.66
2312304.0;28.0;1.24
2312304.0;29.0;0.12
2312304.0;30.0;6.27
2312304.0;31.0;1.16
2312304.0;32.0;1.6
2313757.0;18.0;2.0
2313757.0;19.0;4.5
2313757.0;20.0;1.11
2313757.0;21.0;3.2
2313757.0;22.0;0.88
2313757.0;23.0;1.57
2313757.0;24.0;0.39
2313757.0;25.0;1.47
2313757.0;26.0;0.76
2313757.0;27.0;0.37
2313757.0;28.0;2.57
2313757.0;29.0;0.67
2313757.0;30.0;1.67
2313757.0;31.0;0.5
2313757.0;32.0;1.0
3203346.0;18.0;6.0
3203346.0;19.0;1.0
3203346.0;20.0;3.17
3203346.0;21.0;1.37
3203346.0;22.0;1.58
3203346.0;23.0;0.88
3203346.0;24.0;1.22
3203346.0;25.0;2.18
3203346.0;26.0;0.83
3203346.0;27.0;1.0
3203346.0;28.0;0.79
3203346.0;29.0;0.54
3203346.0;30.0;1.21
3203346.0;31.0;0.71
3203346.0;32.0;0.72
5204706.0;18.0;0.0
5204706.0;21.0;0.0
5204706.0;23.0;8.0
5204706.0;24.0;0.25
5204706.0;25.0;-0.5
5204706.0;26.0;-3.0
5204706.0;27.0;1.67
5204706.0;28.0;0.4
5204706.0;29.0;9.5
5204706.0;30.0;0.47
5204706.0;31.0;4.56
5204706.0;32.0;0.83
5213103.0;18.0;0.0
5213103.0;20.0;0.0
5213103.0;22.0;1.0
5213103.0;23.0;3.33
5213103.0;24.0;1.6
5213103.0;25.0;1.54
5213103.0;26.0;1.73
5213103.0;27.0;1.05
5213103.0;28.0;1.12
5213103.0;29.0;0.19
5213103.0;30.0;0.52
5213103.0;31.0;1.2
5213103.0;32.0;2.06
2100477.0;18.0;10.0
2100477.0;19.0;0.9
2100477.0;20.0;4.78
2100477.0;21.0;0.26
2100477.0;22.0;0.09
2100477.0;23.0;2.0
2100477.0;24.0;13.0
2100477.0;25.0;3.92
2100477.0;26.0;1.85
2100477.0;27.0;3.84
2100477.0;28.0;0.09
2100477.0;29.0;0.0
2100477.0;31.0;4.17
2100477.0;32.0;2.6
2103802.0;20.0;8.0
2103802.0;21.0;0.17
2103802.0;22.0;1.25
2103802.0;23.0;1.0
2103802.0;24.0;0.0
2103802.0;26.0;1.0
2103802.0;27.0;0.5
2103802.0;28.0;1.0
2103802.0;29.0;2.0
2103802.0;30.0;3.0
2103802.0;31.0;12.33
2103802.0;32.0;0.93
2106409.0;18.0;3.0
2106409.0;19.0;2.33
2106409.0;20.0;2.57
2106409.0;21.0;0.33
2106409.0;22.0;0.33
2106409.0;23.0;61.5
2106409.0;24.0;0.35
2106409.0;25.0;0.26
2106409.0;26.0;1.73
2106409.0;27.0;3.21
2106409.0;28.0;0.51
2106409.0;29.0;-0.03
2106409.0;30.0;-4.0
2106409.0;31.0;3.75
2106409.0;32.0;0.0
2110856.0;18.0;0.0
2110856.0;20.0;-3.0
2110856.0;21.0;2.33
2110856.0;22.0;1.0
2110856.0;23.0;6.29
2110856.0;24.0;0.59
2110856.0;25.0;1.62
2110856.0;26.0;0.95
2110856.0;27.0;0.78
2110856.0;28.0;0.42
2110856.0;29.0;0.38
2110856.0;30.0;1.8
2110856.0;31.0;0.67
2110856.0;32.0;2.0
2111003.0;18.0;2.0
2111003.0;19.0;2.0
2111003.0;20.0;1.25
2111003.0;21.0;2.0
2111003.0;22.0;2.0
2111003.0;23.0;0.95
2111003.0;24.0;0.11
2111003.0;25.0;0.0
2111003.0;27.0;0.67
2111003.0;28.0;0.06
2111003.0;29.0;0.0
2111003.0;31.0;2.0
2111003.0;32.0;2.0
3101508.0;18.0;6.0
3101508.0;19.0;0.17
3101508.0;20.0;12.0
3101508.0;21.0;1.5
3101508.0;22.0;0.33
3101508.0;23.0;2.17
3101508.0;24.0;1.0
3101508.0;25.0;2.15
3101508.0;26.0;1.61
3101508.0;27.0;0.6
3101508.0;28.0;1.48
3101508.0;29.0;0.38
3101508.0;30.0;1.53
3101508.0;31.0;0.52
3101508.0;32.0;2.08
3106309.0;18.0;0.0
3106309.0;22.0;1.0
3106309.0;23.0;3.33
3106309.0;24.0;1.0
3106309.0;25.0;2.1
3106309.0;26.0;1.38
3106309.0;27.0;1.41
3106309.0;28.0;0.95
3106309.0;29.0;0.92
3106309.0;30.0;0.56
3106309.0;31.0;1.3
3106309.0;32.0;2.96
3106408.0;18.0;0.0
3106408.0;24.0;0.0
3106408.0;27.0;4.33
3106408.0;28.0;0.77
3106408.0;29.0;0.6
3106408.0;30.0;1.17
3106408.0;31.0;1.71
3106408.0;32.0;0.42
3124500.0;18.0;1.0
3124500.0;19.0;1.0
3124500.0;20.0;1.0
3124500.0;21.0;2.0
3124500.0;22.0;1.5
3124500.0;23.0;3.0
3124500.0;24.0;0.11
3124500.0;25.0;4.0
3124500.0;26.0;2.25
3124500.0;27.0;1.11
3124500.0;28.0;0.0
3124500.0;30.0;0.75
3124500.0;31.0;0.0
3131406.0;18.0;0.0
3131406.0;24.0;2.0
3131406.0;25.0;0.0
3131406.0;27.0;0.43
3131406.0;28.0;0.33
3131406.0;29.0;4.0
3131406.0;30.0;0.75
3131406.0;31.0;0.33
3131406.0;32.0;1.0
3166105.0;18.0;0.0
3166105.0;26.0;0.0
3166105.0;28.0;2.0
3166105.0;29.0;1.0
3166105.0;30.0;3.0
3166105.0;31.0;0.0
3169604.0;18.0;0.0
3169604.0;20.0;1.0
3169604.0;21.0;-1.0
3169604.0;22.0;-1.0
3169604.0;23.0;0.0
3169604.0;27.0;0.36
3169604.0;28.0;2.59
3169604.0;29.0;0.98
3169604.0;30.0;0.72
3169604.0;31.0;0.71
3169604.0;32.0;1.05
5107065.0;18.0;1.0
5107065.0;19.0;4.0
5107065.0;20.0;0.25
5107065.0;21.0;8.0
5107065.0;22.0;0.25
5107065.0;23.0;5.0
5107065.0;24.0;4.0
5107065.0;25.0;0.82
5107065.0;26.0;2.36
5107065.0;27.0;0.78
5107065.0;28.0;1.07
5107065.0;29.0;0.82
5107065.0;30.0;1.11
5107065.0;31.0;1.98
5107065.0;32.0;0.21
1500859.0;18.0;0.4
1500859.0;19.0;1.5
1500859.0;20.0;7.67
1500859.0;21.0;0.83
1500859.0;22.0;2.21
1500859.0;23.0;1.29
1500859.0;24.0;1.78
1500859.0;25.0;1.45
1500859.0;26.0;0.42
1500859.0;27.0;1.17
1500859.0;28.0;0.43
1500859.0;29.0;0.83
1500859.0;30.0;0.24
1500859.0;31.0;1.83
1500859.0;32.0;4.09
1500958.0;18.0;0.67
1500958.0;19.0;5.0
1500958.0;20.0;0.7
1500958.0;21.0;1.0
1500958.0;22.0;8.57
1500958.0;23.0;0.5
1500958.0;24.0;1.8
1500958.0;25.0;0.81
1500958.0;26.0;1.0
1500958.0;27.0;1.77
1500958.0;28.0;0.54
1500958.0;29.0;1.02
1500958.0;30.0;2.14
1500958.0;31.0;0.47
1500958.0;32.0;0.7
1504000.0;18.0;1.0
1504000.0;19.0;2.0
1504000.0;20.0;4.5
1504000.0;21.0;1.78
1504000.0;22.0;1.88
1504000.0;23.0;0.6
1504000.0;24.0;1.56
1504000.0;25.0;1.63
1504000.0;26.0;0.18
1504000.0;27.0;5.38
1504000.0;28.0;0.76
1504000.0;29.0;0.03
1504000.0;30.0;10.0
1504000.0;31.0;1.23
1504000.0;32.0;0.16
1505007.0;18.0;2.5
1505007.0;19.0;1.0
1505007.0;20.0;0.2
1505007.0;21.0;8.0
1505007.0;22.0;1.5
1505007.0;23.0;2.25
1505007.0;24.0;0.48
1505007.0;25.0;2.31
1505007.0;26.0;0.6
1505007.0;27.0;0.83
1505007.0;28.0;1.47
1505007.0;29.0;1.36
1505007.0;30.0;0.7
1505007.0;31.0;2.76
1505007.0;32.0;1.6
1505502.0;18.0;9.0
1505502.0;19.0;0.96
1505502.0;20.0;2.96
1505502.0;21.0;0.65
1505502.0;22.0;6.76
1505502.0;23.0;1.23
1505502.0;24.0;0.27
1505502.0;25.0;1.04
1505502.0;26.0;1.57
1505502.0;27.0;0.69
1505502.0;28.0;2.59
1505502.0;29.0;0.59
1505502.0;30.0;1.29
1505502.0;31.0;0.84
1505502.0;32.0;0.94
1505700.0;18.0;4.33
1505700.0;19.0;1.62
1505700.0;20.0;0.86
1505700.0;21.0;1.61
1505700.0;22.0;0.69
1505700.0;23.0;3.15
1505700.0;24.0;0.7
1505700.0;25.0;0.98
1505700.0;26.0;0.63
1505700.0;27.0;2.11
1505700.0;28.0;0.65
1505700.0;29.0;3.78
1505700.0;30.0;0.51
1505700.0;31.0;1.0
1505700.0;32.0;0.44
1505908.0;18.0;0.5
1505908.0;19.0;9.0
1505908.0;20.0;8.44
1505908.0;21.0;0.01
1505908.0;22.0;3.0
1505908.0;23.0;34.67
1505908.0;24.0;0.35
1505908.0;25.0;2.67
1505908.0;26.0;1.89
1505908.0;27.0;0.01
1505908.0;28.0;48.0
1505908.0;29.0;0.19
1505908.0;30.0;12.0
1505908.0;31.0;0.79
1505908.0;32.0;0.72
1508001.0;18.0;6.0
1508001.0;19.0;1.17
1508001.0;20.0;4.0
1508001.0;21.0;0.14
1508001.0;22.0;44.25
1508001.0;23.0;0.54
1508001.0;24.0;0.64
1508001.0;25.0;0.79
1508001.0;26.0;2.48
1508001.0;27.0;0.92
1508001.0;28.0;0.45
1508001.0;29.0;0.8
1508001.0;30.0;1.45
1508001.0;31.0;0.6
1508001.0;32.0;0.89
1508308.0;18.0;0.0
1508308.0;20.0;0.71
1508308.0;21.0;52.0
1508308.0;22.0;1.63
1508308.0;23.0;0.14
1508308.0;24.0;0.88
1508308.0;25.0;0.15
1508308.0;26.0;3.75
1508308.0;27.0;2.83
1508308.0;28.0;0.01
1508308.0;29.0;0.0
1508308.0;31.0;1.0
1508308.0;32.0;29.0
2500304.0;18.0;1.0
2500304.0;19.0;4.0
2500304.0;20.0;3.75
2500304.0;21.0;1.07
2500304.0;22.0;2.44
2500304.0;23.0;1.05
2500304.0;24.0;2.29
2500304.0;25.0;0.55
2500304.0;26.0;2.29
2500304.0;27.0;0.61
2500304.0;28.0;1.29
2500304.0;29.0;0.92
2500304.0;30.0;0.91
2500304.0;31.0;0.92
2500304.0;32.0;0.5
2502805.0;18.0;0.0
2502805.0;22.0;-0.25
2502805.0;23.0;-6.0
2502805.0;24.0;4.5
2502805.0;25.0;0.67
2502805.0;26.0;1.56
2502805.0;27.0;1.25
2502805.0;28.0;1.14
2502805.0;29.0;0.48
2502805.0;30.0;2.53
2502805.0;31.0;0.9
2502805.0;32.0;1.26
2503001.0;18.0;2.0
2503001.0;19.0;18.0
2503001.0;20.0;2.17
2503001.0;21.0;1.18
2503001.0;22.0;1.39
2503001.0;23.0;1.02
2503001.0;24.0;0.87
2503001.0;25.0;0.78
2503001.0;26.0;0.75
2503001.0;27.0;0.55
2503001.0;28.0;1.03
2503001.0;29.0;1.08
2503001.0;30.0;0.8
2503001.0;31.0;0.53
2503001.0;32.0;0.88
2504850.0;18.0;2.0
2504850.0;19.0;0.0
2504850.0;22.0;0.0
2504850.0;24.0;0.0
2504850.0;26.0;1.0
2504850.0;27.0;3.0
2504850.0;28.0;0.0
2504850.0;30.0;0.25
2504850.0;31.0;3.0
2504850.0;32.0;3.0
2507002.0;19.0;1.0
2507002.0;20.0;1.0
2507002.0;21.0;1.0
2507002.0;22.0;-1.0
2507002.0;23.0;-0.0
2507002.0;25.0;2.0
2507002.0;26.0;0.7
2507002.0;27.0;3.29
2507002.0;28.0;0.48
2507002.0;29.0;0.91
2507002.0;30.0;3.2
2507002.0;31.0;1.5
2507002.0;32.0;1.46
2511202.0;18.0;3.5
2511202.0;19.0;1.57
2511202.0;20.0;4.09
2511202.0;21.0;1.31
2511202.0;22.0;2.05
2511202.0;23.0;0.84
2511202.0;24.0;2.11
2511202.0;25.0;0.9
2511202.0;26.0;0.74
2511202.0;27.0;0.66
2511202.0;28.0;0.83
2511202.0;29.0;0.65
2511202.0;30.0;0.98
2511202.0;31.0;0.94
2511202.0;32.0;0.66
2600302.0;18.0;0.0
2600302.0;20.0;1.0
2600302.0;21.0;6.5
2600302.0;22.0;1.85
2600302.0;23.0;0.42
2600302.0;24.0;3.3
2600302.0;25.0;0.97
2600302.0;26.0;1.38
2600302.0;27.0;1.14
2600302.0;28.0;0.8
2600302.0;29.0;1.62
2600302.0;30.0;0.86
2600302.0;31.0;1.66
2600302.0;32.0;0.35
2604700.0;18.0;1.0
2604700.0;19.0;0.0
2604700.0;21.0;1.0
2604700.0;22.0;1.0
2604700.0;23.0;5.0
2604700.0;24.0;2.0
2604700.0;25.0;1.5
2604700.0;26.0;1.07
2604700.0;27.0;0.56
2604700.0;28.0;0.33
2604700.0;29.0;0.67
2604700.0;30.0;2.0
2604700.0;31.0;2.25
2604700.0;32.0;1.11
2606606.0;18.0;4.0
2606606.0;19.0;1.25
2606606.0;20.0;1.2
2606606.0;21.0;0.83
2606606.0;22.0;0.0
2606606.0;24.0;5.0
2606606.0;25.0;0.8
2606606.0;26.0;0.5
2606606.0;27.0;0.5
2606606.0;28.0;6.0
2606606.0;29.0;1.17
2606606.0;30.0;0.36
2606606.0;31.0;1.4
2606606.0;32.0;0.29
2608404.0;18.0;0.5
2608404.0;19.0;2.0
2608404.0;20.0;1.0
2608404.0;21.0;2.0
2608404.0;22.0;1.5
2608404.0;23.0;0.17
2608404.0;24.0;2.0
2608404.0;25.0;1.5
2608404.0;26.0;2.33
2608404.0;27.0;0.71
2608404.0;28.0;0.8
2608404.0;29.0;3.5
2608404.0;30.0;0.64
2608404.0;31.0;1.56
2608404.0;32.0;0.93
2615607.0;18.0;4.0
2615607.0;19.0;1.25
2615607.0;20.0;1.4
2615607.0;21.0;4.14
2615607.0;22.0;0.59
2615607.0;23.0;0.47
2615607.0;24.0;1.12
2615607.0;25.0;0.89
2615607.0;26.0;3.5
2615607.0;27.0;0.46
2615607.0;28.0;2.54
2615607.0;29.0;0.58
2615607.0;30.0;1.26
2615607.0;31.0;0.42
2615607.0;32.0;2.0
2200459.0;18.0;1.0
2200459.0;19.0;-1.0
2200459.0;20.0;-0.0
2200459.0;24.0;0.0
2200459.0;27.0;0.0
2200459.0;29.0;2.25
2200459.0;30.0;1.78
2200459.0;31.0;0.19
2200459.0;32.0;0.33
2201903.0;18.0;0.5
2201903.0;19.0;6.0
2201903.0;20.0;2.17
2201903.0;21.0;1.31
2201903.0;22.0;1.12
2201903.0;23.0;1.05
2201903.0;24.0;1.15
2201903.0;25.0;2.57
2201903.0;26.0;1.47
2201903.0;27.0;0.95
2201903.0;28.0;0.84
2201903.0;29.0;1.01
2201903.0;30.0;1.18
2201903.0;31.0;1.07
2201903.0;32.0;1.16
2204659.0;18.0;0.0
2204659.0;22.0;0.0
2204659.0;24.0;2.67
2204659.0;25.0;3.0
2204659.0;26.0;1.21
2204659.0;27.0;0.86
2204659.0;28.0;0.84
2204659.0;29.0;1.19
2204659.0;30.0;1.36
2204659.0;31.0;0.44
2204659.0;32.0;1.13
2205508.0;18.0;1.0
2205508.0;19.0;3.0
2205508.0;20.0;2.33
2205508.0;21.0;0.57
2205508.0;22.0;2.75
2205508.0;23.0;1.27
2205508.0;24.0;1.07
2205508.0;25.0;2.47
2205508.0;26.0;1.35
2205508.0;27.0;2.3
2205508.0;28.0;1.07
2205508.0;29.0;0.59
2205508.0;30.0;1.75
2205508.0;31.0;0.31
2205508.0;32.0;1.95
2205904.0;18.0;0.0
2205904.0;25.0;1.5
2205904.0;26.0;4.67
2205904.0;27.0;2.5
2205904.0;28.0;0.23
2205904.0;29.0;1.38
2205904.0;30.0;0.36
2205904.0;31.0;2.0
2205904.0;32.0;0.62
4102604.0;18.0;0.0
4102604.0;21.0;2.0
4102604.0;22.0;0.0
4102604.0;24.0;1.0
4102604.0;25.0;1.0
4102604.0;26.0;1.0
4102604.0;27.0;10.0
4102604.0;28.0;0.2
4102604.0;29.0;0.0
4102604.0;31.0;2.5
4102604.0;32.0;2.8
4109609.0;18.0;1.0
4109609.0;19.0;2.0
4109609.0;20.0;0.5
4109609.0;21.0;3.0
4109609.0;22.0;6.33
4109609.0;23.0;0.05
4109609.0;24.0;1.0
4109609.0;25.0;1.0
4109609.0;26.0;10.0
4109609.0;27.0;2.8
4109609.0;28.0;1.39
4109609.0;29.0;1.69
4109609.0;30.0;0.48
4109609.0;31.0;2.62
4109609.0;32.0;0.63
4114104.0;18.0;1.0
4114104.0;19.0;0.0
4114104.0;22.0;0.0
4114104.0;24.0;2.0
4114104.0;25.0;2.0
4114104.0;26.0;0.5
4114104.0;27.0;7.5
4114104.0;28.0;0.27
4114104.0;29.0;3.25
4114104.0;30.0;0.85
4114104.0;31.0;1.27
4114104.0;32.0;2.93
3305307.0;18.0;1.0
3305307.0;19.0;0.0
3305307.0;23.0;0.0
3305307.0;25.0;-1.0
3305307.0;26.0;-0.5
3305307.0;27.0;2.0
3305307.0;28.0;0.5
3305307.0;29.0;1.0
3305307.0;30.0;1.0
3305307.0;31.0;2.0
3305307.0;32.0;0.0
2407708.0;18.0;0.0
2407708.0;20.0;0.0
2407708.0;22.0;0.6
2407708.0;23.0;1.0
2407708.0;24.0;2.67
2407708.0;25.0;1.12
2407708.0;26.0;0.78
2407708.0;27.0;3.29
2407708.0;28.0;0.83
2407708.0;29.0;0.58
2407708.0;30.0;0.36
2407708.0;31.0;3.0
2407708.0;32.0;0.33
4303673.0;18.0;0.0
4303673.0;22.0;-0.0
4303673.0;24.0;3.0
4303673.0;25.0;0.0
4303673.0;27.0;0.29
4303673.0;28.0;0.5
4303673.0;29.0;2.0
4303673.0;30.0;1.0
4303673.0;31.0;0.0
4308250.0;18.0;0.0
4308250.0;20.0;1.5
4308250.0;21.0;0.0
4308250.0;23.0;3.0
4308250.0;24.0;1.67
4308250.0;25.0;0.0
4308250.0;27.0;0.0
4308250.0;29.0;0.2
4308250.0;30.0;0.0
4313003.0;18.0;0.0
4313003.0;20.0;0.0
4313003.0;22.0;5.0
4313003.0;23.0;-0.2
4313003.0;24.0;-2.0
4313003.0;25.0;0.0
4313003.0;27.0;0.5
4313003.0;28.0;0.0
4313003.0;30.0;3.0
4313003.0;31.0;1.33
4313003.0;32.0;2.0
4313300.0;18.0;2.0
4313300.0;19.0;1.5
4313300.0;20.0;1.67
4313300.0;21.0;-0.2
4313300.0;22.0;-3.0
4313300.0;23.0;6.0
4313300.0;24.0;0.22
4313300.0;25.0;17.25
4313300.0;26.0;0.29
4313300.0;27.0;1.95
4313300.0;28.0;0.97
4313300.0;29.0;0.24
4313300.0;30.0;3.78
4313300.0;31.0;2.21
4313300.0;32.0;0.48
4315305.0;18.0;0.5
4315305.0;19.0;4.0
4315305.0;20.0;1.25
4315305.0;21.0;0.6
4315305.0;22.0;0.0
4315305.0;27.0;0.0
4315305.0;31.0;0.67
4315305.0;32.0;1.0
4316501.0;18.0;0.0
4316501.0;20.0;0.0
4316501.0;27.0;3.5
4316501.0;28.0;0.43
4316501.0;29.0;0.0
4316501.0;31.0;1.0
4316501.0;32.0;2.5
4202057.0;18.0;1.0
4202057.0;19.0;1.0
4202057.0;20.0;1.0
4202057.0;21.0;1.0
4202057.0;22.0;6.0
4202057.0;23.0;0.83
4202057.0;24.0;0.4
4202057.0;25.0;1.0
4202057.0;26.0;2.5
4202057.0;27.0;2.2
4202057.0;28.0;2.18
4202057.0;29.0;1.12
4202057.0;30.0;1.67
4202057.0;31.0;1.53
4202057.0;32.0;1.49
3505302.0;18.0;1.67
3505302.0;19.0;0.0
3505302.0;21.0;0.88
3505302.0;22.0;0.71
3505302.0;23.0;4.4
3505302.0;24.0;1.09
3505302.0;25.0;0.75
3505302.0;26.0;1.39
3505302.0;27.0;0.96
3505302.0;28.0;2.04
3505302.0;29.0;0.59
3505302.0;30.0;2.28
3505302.0;31.0;0.56
3505302.0;32.0;1.43
3507407.0;18.0;0.0
3507407.0;21.0;4.0
3507407.0;22.0;1.0
3507407.0;23.0;0.5
3507407.0;24.0;1.0
3507407.0;25.0;3.0
3507407.0;26.0;1.17
3507407.0;27.0;0.57
3507407.0;28.0;1.25
3507407.0;29.0;0.4
3507407.0;30.0;4.0
3507407.0;31.0;0.75
3507407.0;32.0;1.83
3512407.0;18.0;0.0
3512407.0;20.0;1.33
3512407.0;21.0;0.69
3512407.0;22.0;0.36
3512407.0;23.0;1.75
3512407.0;24.0;3.29
3512407.0;25.0;2.13
3512407.0;26.0;2.65
3512407.0;27.0;0.65
3512407.0;28.0;1.01
3512407.0;29.0;1.2
3512407.0;30.0;1.79
3512407.0;31.0;0.74
3512407.0;32.0;0.68
3514007.0;18.0;0.0
3514007.0;20.0;0.0
3514007.0;23.0;0.0
3514007.0;26.0;8.0
3514007.0;27.0;0.12
3514007.0;28.0;4.0
3514007.0;29.0;0.25
3514007.0;30.0;3.0
3514007.0;31.0;0.33
3514007.0;32.0;4.0
3515152.0;18.0;7.0
3515152.0;19.0;0.0
3515152.0;21.0;2.0
3515152.0;22.0;2.5
3515152.0;23.0;0.4
3515152.0;24.0;3.5
3515152.0;25.0;2.86
3515152.0;26.0;1.05
3515152.0;27.0;1.95
3515152.0;28.0;0.78
3515152.0;29.0;0.88
3515152.0;30.0;2.64
3515152.0;31.0;1.27
3515152.0;32.0;0.41
3515202.0;18.0;0.0
3515202.0;24.0;0.93
3515202.0;25.0;3.77
3515202.0;26.0;0.84
3515202.0;27.0;0.41
3515202.0;28.0;1.29
3515202.0;29.0;0.45
3515202.0;30.0;3.8
3515202.0;31.0;0.74
3515202.0;32.0;1.39
3517406.0;18.0;1.0
3517406.0;19.0;0.0
3517406.0;21.0;8.0
3517406.0;22.0;1.75
3517406.0;23.0;1.0
3517406.0;24.0;2.29
3517406.0;25.0;1.31
3517406.0;26.0;0.95
3517406.0;27.0;0.52
3517406.0;28.0;2.05
3517406.0;29.0;0.79
3517406.0;30.0;1.76
3517406.0;31.0;0.93
3517406.0;32.0;1.98
3523602.0;18.0;0.0
3523602.0;21.0;0.0
3523602.0;23.0;1.33
3523602.0;24.0;1.0
3523602.0;25.0;0.5
3523602.0;26.0;2.0
3523602.0;27.0;3.25
3523602.0;28.0;0.77
3523602.0;29.0;1.1
3523602.0;30.0;1.45
3523602.0;31.0;1.19
3523602.0;32.0;0.79
3525201.0;18.0;0.0
3525201.0;20.0;1.25
3525201.0;21.0;2.0
3525201.0;22.0;0.6
3525201.0;23.0;4.33
3525201.0;24.0;0.31
3525201.0;25.0;2.12
3525201.0;26.0;1.41
3525201.0;27.0;1.71
3525201.0;28.0;0.61
3525201.0;29.0;0.76
3525201.0;30.0;1.89
3525201.0;31.0;1.06
3525201.0;32.0;0.58
3526100.0;18.0;0.0
3526100.0;20.0;2.0
3526100.0;21.0;1.0
3526100.0;22.0;2.0
3526100.0;23.0;1.0
3526100.0;24.0;1.75
3526100.0;25.0;1.43
3526100.0;26.0;2.9
3526100.0;27.0;0.79
3526100.0;28.0;0.87
3526100.0;29.0;0.55
3526100.0;30.0;2.09
3526100.0;31.0;0.43
3526100.0;32.0;4.5
3526605.0;18.0;1.0
3526605.0;19.0;0.0
3526605.0;24.0;0.0
3526605.0;26.0;0.0
3526605.0;28.0;2.0
3526605.0;29.0;0.5
3526605.0;30.0;0.0
3526605.0;32.0;1.67
3529203.0;18.0;2.0
3529203.0;19.0;0.0
3529203.0;21.0;1.0
3529203.0;22.0;1.0
3529203.0;23.0;1.0
3529203.0;24.0;2.0
3529203.0;25.0;3.0
3529203.0;26.0;0.67
3529203.0;27.0;3.75
3529203.0;28.0;1.13
3529203.0;29.0;0.53
3529203.0;30.0;3.44
3529203.0;31.0;0.45
3529203.0;32.0;1.57
3551603.0;18.0;0.0
3551603.0;20.0;0.5
3551603.0;21.0;1.0
3551603.0;22.0;5.0
3551603.0;23.0;1.2
3551603.0;24.0;0.17
3551603.0;25.0;3.0
